serotype,1,10,100,1000
S. enterica,25.2,29.1018,32.8037,37.2037
S. typhimurium,23.5602,27.388,30.699,34.6879
S. irumu,24.466,28.341,31.7757,36.0068
S. newport,23.4715,27.2113,30.631,34.2715
S. infantis,25.1414,28.7304,32.0971,36.1676
"S. 4,[5], 12:i:- ",24.8543,28.371,32.1124,35.8733
S. montevideo,25.4987,29.1544,32.6437,36.461
S. cerro,26.3656,29.8812,33.6275,37.9067
S. hadar,25.0536,29.0527,32.6122,36.4998
S. muenchen,28.0203,31.6686,35.1989,
