serotype,1,10,100,1000
enterica,22.1882,22.4293,23.317,23.5224
typhimurium,22.0732,22.7436,22.9821,23.1765
irumu,22.2464,22.8154,22.4586,23.2112
newport,22.2656,22.5891,22.7199,22.8615
infantis,22.3003,22.6304,22.6128,22.8974
"4,[5], 12:i:- ",22.3114,22.4367,22.8488,23.0806
montevideo,21.9088,22.7137,22.7059,22.85
cerro,22.6734,22.4442,22.6335,23.2201
hadar,22.1203,22.8639,22.9691,23.0376
muenchen,22.4277,22.855,23.0996,
