Run Summary        (Smart Cycler 2.0d)
Run Name:,SALM_DILUTION_SERIES_1
Started At:,"Mar 14, 2017 09:36 AM"
Number of Sites:,10

Cycle Data

Instrument C
,C1,C1,C1,C1,C2,C2,C2,C2,C3,C3,C3,C3,C4,C4,C4,C4,C5,C5,C5,C5,C6,C6,C6,C6,C7,C7,C7,C7,C8,C8,C8,C8,C9,C9,C9,C9,C10,C10,C10,C10
,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2
Cycle #,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2
21,0.168266516092577,-6.249999999999644,0.22500000000002274,18.75000000000035,0.849206349206338,24.999999999999645,-2.117647058823536,37.50000000000001,-0.6780185758514008,6.250000000000002,-1.1176470588235006,24.99999999999929,-0.489553924336549,6.2499999999996465,-2.9102167182662164,25.0,0.4246153846153652,2.0816681711721685E-15,-1.1176470588235006,18.749999999999286,1.0098522167487545,0.0,1.9019607843137258,12.499999999999996,-0.5284057971014432,12.500000000000355,2.3725490196078027,-6.249999999999293,0.9693486590038392,-3.5457747848965937E-13,-0.6219470244238356,12.5,-0.2838709677419293,6.2499999999996465,0.6000000000000227,31.24999999999929,-1.1517374517374313,0.0,0.882352941176471,25.0
22,0.15753811405985138,-3.552713678800501E-13,1.9426470588235247,25.0,1.8015873015873012,-6.249999999999997,-1.1985294117647527,31.24999999999929,-0.03508771929823658,12.5,-0.41911764705886156,37.4999999999993,0.06606437041219101,-6.249999999999645,-1.298245614035128,18.74999999999929,1.0953846153845894,-6.249999999999644,0.33088235294113844,18.749999999999286,0.7906403940886548,-6.25,3.6397058823529527,12.499999999999998,-0.5810144927536113,6.249999999999644,3.580882352941174,12.499999999999993,0.585659551176815,0.0,-0.023391812865444242,24.99999999999929,0.3032258064515967,0.0,2.347058823529437,56.24999999999929,-1.2172458172458098,-6.249999999999999,2.132352941176471,43.74999999999928
23,-0.8531902879728742,6.249999999999645,4.660294117647084,37.5,2.7539682539682646,-18.75,0.7205882352941444,43.74999999999929,0.6078431372549276,25.0,2.279411764705891,37.5,-0.37831733483906893,-6.25,-0.686274509803926,31.24999999999929,-0.23384615384612972,3.552713678800501E-13,1.7794117647058911,43.75,0.5714285714285552,-3.552713678800501E-13,5.3774509803921795,37.499999999999645,0.36637681159422064,-6.249999999999645,4.789215686274545,68.74999999999929,0.20197044334973405,0.0,1.5751633986928335,43.75000000000071,-0.10967741935482044,0.0,7.094117647058738,75.00000000000071,-1.2827541827541884,3.552713678800501E-13,5.382352941176471,62.5
24,0.13608130999434329,-3.5544484022764777E-13,8.377941176470586,50.0,1.7063492063492276,3.552713678800501E-13,4.639705882352928,56.25,2.250773993808035,50.000000000000355,5.977941176470644,43.74999999999929,-0.8226990400903289,-3.552713678800501E-13,1.925696594427276,49.99999999999929,0.4369230769230944,-1.734723475976807E-15,4.22794117647053,68.75000000000071,0.35221674876845555,-3.5453411040275995E-13,8.11519607843135,56.250000000000355,0.31376811594205256,-6.250000000000355,9.997549019607803,56.25000000000071,-0.1817186644772901,6.2499999999992895,5.173718610251111,62.50000000000071,-0.5225806451612944,6.249999999999645,14.841176470588152,62.50000000000071,-2.348262548262567,12.500000000000004,10.632352941176471,75.0
25,-0.8746470920383823,6.25,15.095588235294144,43.75,1.658730158730134,6.249999999999998,10.558823529411711,56.25000000000071,5.893704850361199,81.25000000000001,11.676470588235283,50.0,-1.2670807453415889,12.500000000000355,6.537667698658364,56.25000000000071,-0.8923076923076815,0.0,11.676470588235283,50.0,0.1330049261083559,-1.734723475976807E-16,14.852941176470576,43.750000000000355,0.2611594202898845,-3.552713678800501E-13,18.205882352941174,37.5,-0.5654077723043143,6.249999999999998,10.772273821809389,62.50000000000071,0.0645161290322316,-6.249999999999645,25.588235294117567,37.5,-1.4137709137708887,6.25,19.88235294117647,50.0
26,0.11462450592883518,6.249999999999646,22.813235294117646,31.25,1.6111111111110972,-6.249999999999642,19.47794117647061,37.5,12.536635706914364,124.99999999999962,19.375000000000036,37.5,-1.7114624505929057,31.249999999999645,13.149638802889566,50.00000000000073,-0.22153846153845735,3.552713678800501E-13,19.125000000000036,43.74999999999929,-0.08620689655174374,6.25,21.590686274509803,50.00000000000002,0.20855072463765953,6.25,25.414215686274545,56.24999999999929,0.05090311986866162,-6.250000000000355,20.37082903336778,37.49999999999931,-0.34838709677418556,-6.25,37.33529411764698,43.75,-1.4792792792792673,-1.3877787807814457E-15,31.13235294117647,25.0
27,0.10389610389610955,12.500000000000355,32.530882352941205,12.5,1.5634920634920604,-6.250000000000355,29.39705882352939,18.75,24.17956656346747,150.00000000000037,29.073529411764675,12.5,-0.1558441558441657,31.250000000000007,22.761609907120768,12.49999999999931,-1.5507692307692331,6.25,29.573529411764675,25.0,-0.3054187192118434,0.0,31.32843137254903,24.999999999999666,0.15594202898549145,12.499999999999645,37.6225490196078,25.00000000000071,-0.33278598795841935,-6.250000000000002,29.969384244926058,18.74999999999931,-0.7612903225806595,6.25,50.082352941176396,50.0,-0.544787644787646,-6.25,42.38235294117647,24.999999999999957
28,1.093167701863327,31.250000000000348,42.24852941176471,0.0,0.5158730158730236,6.250000000000002,40.31617647058829,-6.2500000000007105,42.82249742002063,137.50000000000043,38.77205882352943,-18.75,2.3997741389045744,43.749999999999986,32.37358101135197,-6.250000000000733,-0.8800000000000091,6.250000000000002,41.02205882352943,-6.25,0.4753694581281138,-6.249999999999645,43.06617647058826,-18.750000000000377,1.1033333333333233,12.499999999999998,49.830882352941174,-12.5,-0.7164750957854435,-6.250000000000353,41.56793945648434,-6.249999999999312,-1.1741935483870767,6.25,66.82941176470581,0.0,-0.6102960102960245,-6.250000000000355,55.63235294117647,6.249999999999956
29,3.0824392998306016,43.75,51.966176470588266,-6.250000000000355,0.46825396825398685,6.25000000000036,51.23529411764707,-25.0,66.4654282765738,99.99999999999962,48.470588235294066,-43.74999999999929,5.955392433653314,93.74999999999966,40.98555211558306,-6.249999999999312,-1.2092307692307849,6.249999999999997,51.470588235294066,-12.499999999999334,-0.7438423645319858,-6.938893903907228E-16,51.80392156862743,-12.499999999999666,2.050724637681155,25.0,61.039215686274545,-25.00000000000071,-1.1001642036124677,6.2499999999996465,52.16649466804262,-31.24999999999931,-0.5870967741935507,6.25,82.57647058823522,-37.5,-0.6758043758044031,6.249999999999644,68.88235294117646,-12.499999999999956
30,7.0717108977978755,62.499999999999645,61.68382352941177,-25.0,0.4206349206348932,-6.25,60.154411764705856,-24.99999999999929,95.10835913312697,18.74999999999951,55.16911764705882,-50.0,13.511010728402054,131.24999999999966,50.59752321981426,-37.5,-0.5384615384615609,18.749999999999996,61.91911764705882,-25.000000000000043,0.036945812807914535,-3.5544484022764777E-13,61.54166666666666,-18.749999999999645,3.998115942028987,50.0,72.2475490196078,-37.49999999999929,-2.483853311439492,25.0,61.76504987960101,-25.00000000000071,-1.0000000000000246,0.0,96.32352941176464,-43.75,-0.7413127413127248,12.499999999999647,81.13235294117646,-18.749999999999957
31,13.060982495765094,81.25000000000001,70.40147058823527,-37.499999999999645,0.3730158730158564,-6.250000000000003,69.07352941176475,-25.00000000000071,124.75128998968007,-81.24999999999973,60.86764705882357,-43.75000000000075,27.06662902315074,137.50000000000034,58.209494324045465,-56.25000000000071,0.13230769230766326,37.50000000000001,71.36764705882356,-37.50000000000067,-1.182266009852185,6.250000000000357,70.27941176470588,-31.25,7.9455072463768195,68.75,80.45588235294117,-25.0,-0.8675424192665728,3.552713678800501E-13,69.36360509115929,-18.75000000000071,0.5870967741935582,-18.749999999999645,109.07058823529405,-43.75,0.1931788931788966,0.0,93.38235294117646,-50.0
32,23.050254093732367,112.50000000000003,77.11911764705883,-37.5,-0.6746031746031804,6.250000000000355,75.99264705882354,-25.0,150.39422084623322,-118.74999999999991,63.56617647058821,-18.750000000000043,45.62224731789948,137.50000000000034,62.821465428276554,-43.74999999999929,2.803076923076944,56.249999999999645,78.8161764705882,-37.49999999999996,-0.40147783251228475,12.5,77.01715686274511,-25.0,14.89289855072465,100.00000000000003,88.66421568627455,-25.00000000000071,-0.2512315270935969,6.249999999999997,77.96216030271756,-37.49999999999929,-0.8258064516129158,6.249999999999998,118.81764705882347,-25.0,1.1276705276705181,-12.5,103.63235294117646,-56.25
33,36.03952569169959,137.5000000000003,82.83676470588233,-31.25,-0.7222222222222172,6.249999999999645,82.91176470588232,-31.24999999999929,170.0371517027864,-93.75000000000027,66.26470588235296,-6.249999999999956,70.17786561264822,93.75,66.43343653250776,-37.5,7.473846153846169,74.99999999999963,85.26470588235296,-31.25,-0.6206896551723844,6.249999999999645,83.75490196078434,-25.000000000000355,24.840289855072484,143.75,95.8725490196078,-37.49999999999929,-0.6349206349206211,56.25000000000037,83.56071551427584,-37.49999999999929,-1.238709677419333,18.75000000000036,128.56470588235288,-25.0,1.0621621621621395,-12.5,109.88235294117646,-12.5
34,57.02879728966686,99.99999999999993,86.55441176470589,-18.75,-0.769841269841254,3.552713678800501E-13,87.83088235294122,-25.00000000000071,186.6800825593395,-68.74999999999964,68.9632352941176,-18.749999999999247,99.73348390739696,0.0,68.04540763673896,-25.00000000000071,15.144615384615392,112.5,89.7132352941176,-31.24999999999929,1.160098522167516,6.2499999999996465,88.49264705882356,-18.750000000000355,41.787681159420316,143.74999999999966,101.08088235294117,-25.0,2.981390257252298,81.25000000000036,88.15927072583423,-25.00000000000071,0.3483870967741931,0.0,137.3117647058823,-37.5,0.9966537966538177,3.552713678800501E-13,117.13235294117646,0.0
35,81.01806888763413,31.24999999999978,90.27205882352939,-18.75,-0.8174603174602908,3.552713678800501E-13,91.75,-12.5,200.32301341589266,-68.74999999999964,70.66176470588235,-6.25,128.2891022021457,-68.75000000000036,68.65737874097005,-12.49999999999929,26.815384615384616,162.5,94.16176470588235,-37.5,0.9408866995074163,43.75,93.23039215686273,-18.749999999999645,64.73507246376815,99.99999999999964,105.28921568627455,-25.00000000000071,8.597701149425275,106.25000000000036,91.75782593739251,-18.75000000000071,-0.06451612903228086,18.74999999999965,144.0588235294117,-37.5,-0.06885456885456083,12.5,124.38235294117646,-31.25
36,107.00734048560135,-37.499999999999865,92.98970588235295,-25.0,-0.8650793650793844,-12.500000000000352,95.66911764705878,-18.74999999999929,211.96594427244582,-62.500000000000355,71.3602941176471,12.49999999999929,153.84472049689444,-100.00000000000036,69.26934984520125,0.0,45.48615384615384,168.75,95.6102941176471,-25.00000000000071,3.7216748768473167,81.25,96.96813725490196,-31.249999999999645,91.68246376811592,25.000000000000355,109.4975490196078,-43.74999999999929,19.21401204159825,131.24999999999966,94.35638114895079,-18.74999999999929,1.522580645161302,31.250000000000007,149.80588235294113,-25.0,0.8656370656370606,0.0,130.63235294117646,-37.5
37,130.99661208356864,-75.00000000000009,94.70735294117645,-12.5,-0.9126984126984212,-12.499999999999996,98.58823529411768,-25.00000000000071,219.608875128999,-31.250000000000355,74.05882352941174,0.0,175.40033879164312,-106.24999999999964,68.88132094943245,-7.105427357601002E-13,72.15692307692306,87.50000000000009,97.05882352941174,-18.75,9.502463054187217,106.25,99.70588235294119,-18.75,120.62985507246376,-56.249999999999645,110.70588235294117,-25.0,34.83032293377123,156.24999999999966,96.95493636050907,-24.99999999999929,4.109677419354828,50.0,153.55294117647054,-25.0,0.800128700128682,-6.249999999999645,133.88235294117646,-12.5
38,150.98588368153585,-75.00000000000009,95.42500000000001,0.0,-2.960317460317458,12.500000000000359,100.50735294117646,-25.0,227.2518059855521,-31.249999999999645,75.75735294117649,-6.25,191.95595708639186,-81.24999999999964,70.49329205366354,-18.74999999999929,102.82769230769229,-18.749999999999556,97.50735294117649,-18.75,19.283251231527117,137.5,100.44362745098042,-3.552713678800501E-13,145.5772463768116,-87.5,110.91421568627455,6.2499999999992895,56.44663382594415,137.50000000000034,97.55349157206746,-18.75000000000071,7.696774193548411,99.99999999999964,158.29999999999995,-37.5,0.7346203346203602,3.552713678800501E-13,138.13235294117646,-18.75
