,A1,A1,A1,A1,A1,A1,A2,A2,A2,A2,A2,A2,A3,A3,A3,A3,A3,A3,A4,A4,A4,A4,A4,A4,A5,A5,A5,A5,A5,A5,A6,A6,A6,A6,A6,A6,A7,A7,A7,A7,A7,A7,A8,A8,A8,A8,A8,A8,A9,A9,A9,A9,A9,A9,A10,A10,A10,A10,A10,A10,A11,A11,A11,A11,A11,A11,A12,A12,A12,A12,A12,A12
,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2
Cycle #,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2
19,-0.4189723320158123,6.250000000000357,-1.7345864661654284,18.750000000000703,0.6156156156156157,-6.25,0.26846846846846284,3.531896997088779E-13,-0.6511278195488929,6.250000000000355,-0.36426426426426434,0.0,0.5150150150150173,6.25,0.07099567099568845,-3.552713678800501E-13,0.0,0.0,-0.2876876876877077,6.250000000000002,-0.28571428571429464,6.25,-0.6084084084084084,6.250000000000002,-1.1099099099099183,12.500000000000004,-0.01904761904763177,0.0,0.3705705705705707,-7.37257477290143E-16,0.8417417417417369,3.559652572704408E-13,-0.07359307359308218,-5.204170427930421E-16,0.0,0.0,1.3411411411411531,6.249999999999649,2.016923076923026,6.2500000000007105,0.5474474474474476,-1.734723475976807E-16,1.906606606606595,6.250000000000004,-0.1383399209486567,12.500000000000004,0.37417417417417415,-6.25,0.03993993993991743,6.250000000000357,-0.9497835497835382,1.3877787807814457E-15,0.17687687687687695,2.949029909160572E-15,-0.5837837837837583,12.500000000000355,-1.5645021645021928,12.499999999999643,0.03393393393393396,0.0,1.7033033033032763,-6.25,-0.05928853754945911,18.74999999999929,0.4969969969969971,-6.25,0.20540540540542418,12.5,-0.3359683794466372,6.249999999999288,0.2861861861861864,0.0
20,-0.6815358554488853,6.249999999999998,-1.6533834586466762,18.74999999999929,-0.38567138567138576,6.250000000000002,0.14414414414412866,-6.2500000000003535,-0.1180451127819454,0.0,-0.36336336336336333,-1.3010426069826053E-15,0.9789789789789941,-3.552713678800501E-13,0.11255411255412469,3.552713678800501E-13,0.0,0.0,0.6913341913341924,-6.25,0.28571428571426055,-3.552713678800501E-13,0.41462891462891466,1.3877787807814457E-15,-1.0308880308880524,6.25,-0.11904761904759767,6.250000000000355,0.39167739167739174,4.0032080214849406E-17,0.7996567996567819,-3.469446951953614E-16,-0.00865800865801134,3.5492442318485473E-13,0.0,0.0,2.3547833547833386,-12.5,1.8253846153846685,-12.49999999999929,-0.4264264264264264,6.25,0.7983697983698269,25.0,0.3156408808582358,6.249999999999287,0.39425139425139427,-6.2450045135165055E-15,0.9174174174174157,-6.25,-0.2705627705627677,-3.552713678800501E-13,0.20570570570570548,0.0,-0.9169884169884313,6.249999999999998,-0.515151515151507,-6.250000000000002,0.04011154011154017,0.0,0.66108966108968,2.7755575615628914E-15,-0.3099943534726565,6.250000000000708,-0.46246246246246253,6.250000000000002,0.38481338481340766,12.5,0.06154714850366699,-6.249999999999998,-0.6844701844701845,12.5
21,0.05590062111798488,-6.249999999999645,-0.5721804511278104,-6.2500000000007105,-0.38695838695838697,12.5,0.01981981981979451,0.0,-0.5849624060150548,6.250000000000355,-0.36246246246246244,0.0,1.442942942942971,-6.250000000000002,0.15411255411256092,-6.250000000000355,0.0,0.0,0.6703560703560925,-6.249999999999645,-0.14285714285712742,-1.734723475976807E-16,0.4376662376662377,-6.25,-0.9518661518661296,3.552713678800501E-13,-0.2190476190476204,0.0,0.4127842127842128,8.239936510889834E-16,0.7575718575718838,-8.673617379884035E-17,0.0562770562770595,-3.469446951953614E-16,0.0,0.0,1.3684255684255813,0.0,0.6338461538461976,6.250000000000708,0.5996996996996997,-6.938893903907228E-16,1.6901329901330022,6.25,-0.23037831733487174,-6.249999999999997,0.4143286143286144,0.0,1.794894894894914,-12.499999999999645,-0.5913419913419972,3.552713678800501E-13,0.23453453453453446,0.0,-0.2501930501930474,0.0,-0.4658008658008782,-6.249999999999645,0.04628914628914638,0.0,0.6188760188760268,-1.3877787807814457E-15,0.43929983060414607,-18.75,-0.42192192192192196,6.250000000000002,0.5642213642213911,-6.25,-0.5409373235460289,-6.249999999999288,0.3448734448734446,-6.25
22,-0.2066629023150881,-6.250000000000002,-0.4909774436090581,-6.250000000000712,0.6117546117546119,-12.5,-1.1045045045044828,12.5,-0.05187969924810731,0.0,-0.36156156156156155,0.0,0.9069069069068908,6.249999999999644,0.19567099567099716,-6.250000000000355,0.0,0.0,0.6493779493779357,-3.552713678800501E-13,0.42857142857142777,0.0,0.4607035607035608,-6.938893903907228E-16,-0.8728442728442636,3.5561831257524545E-13,-0.3190476190476431,-3.552713678800501E-13,0.43389103389103384,6.938893903907228E-16,0.7154869154869289,4.119968255444917E-16,0.12121212121213035,0.0,0.0,0.0,1.382067782067767,3.5943470422239443E-13,0.44230769230772654,7.105427357601002E-13,-0.37417417417417426,0.0,2.581896181896177,-18.74999999999964,0.22360248447202075,-12.500000000000705,0.4344058344058345,0.0,1.6723723723723554,-6.249999999999646,0.08787878787877332,-4.3368086899420177E-16,0.26336336336336347,0.0,-0.5833976833976635,-3.552713678800501E-13,-0.41645021645019253,6.249999999999998,0.052466752466752364,0.0,-0.4233376233376264,6.25,-0.8114059853190513,-6.2500000000007105,-0.3813813813813814,0.0,0.7436293436293178,-12.499999999999645,-1.1434217955957247,12.50000000000071,0.3742170742170742,-12.499999999999996
23,-0.4692264257481611,0.0,-0.4097744360901922,0.0,0.6104676104676104,-6.25,-0.22882882882881697,3.552713678800501E-13,0.4812030075187833,-3.552713678800501E-13,-0.36066066066066066,6.249999999999998,1.3708708708708677,0.0,-0.7627705627705665,12.5,0.0,0.0,0.6283998283998358,3.552713678800501E-13,-1.7053025658242404E-14,3.552713678800501E-13,0.48374088374088375,0.0,-0.7938223938223976,3.552713678800501E-13,-0.419047619047609,3.552713678800501E-13,0.4549978549978549,6.938893903907228E-16,0.6734019734019739,-6.25,0.1861471861472012,0.0,0.0,0.0,1.3957099957100094,-6.25,0.25076923076925556,-12.5,0.6519519519519519,0.0,2.4736593736593524,-18.749999999999645,-1.3224167137210867,7.105427357601002E-13,0.45448305448305465,0.0,1.5498498498498536,-3.552713678800501E-13,-0.23290043290045617,6.25,0.292192192192192,0.0,0.08339768339766351,3.552713678800501E-13,-0.3670995670995637,6.25,0.058644358644358574,0.0,-0.4655512655512796,6.25,-2.062111801242249,18.74999999999929,-0.34084084084084104,0.0,-0.07696267696269875,0.0,-1.7459062676454205,12.5,-0.5964392964392963,6.249999999999997
24,-0.7317899491812341,12.499999999999643,-0.32857142857144,6.2499999999992895,-0.3908193908193908,6.25,-0.3531531531531511,-6.2500000000003535,0.014285714285730782,18.75000000000036,-0.35975975975975977,6.249999999999998,1.8348348348348444,-6.249999999999644,-0.7212121212121303,18.75,0.0,0.0,0.607421707421679,3.552713678800501E-13,0.5714285714285949,6.249999999999999,0.5067782067782068,0.0,-0.7148005148005316,5.204170427930421E-16,-0.5190476190476317,6.249999999999999,0.47610467610467616,-6.25,0.631317031317019,-6.249999999999645,0.251082251082272,6.25,0.0,0.0,0.4093522093521951,6.250000000000355,-0.9407692307692154,7.133182933216631E-13,-0.3219219219219221,0.0,1.3654225654225847,3.5110803153770576E-13,-1.8684359119141942,18.75,0.47456027456027433,0.0,1.427327327327352,6.25,0.4463203463203712,12.499999999999643,0.321021021021021,0.0,-0.24980694980695262,-6.938893903907228E-16,0.6822510822510651,6.25,0.06482196482196478,0.0,-0.5077649077649328,0.0,-2.312817617165446,12.49999999999929,-0.30030030030030025,0.0,-0.8975546975547153,12.5,-0.3483907396951162,0.0,-0.5670956670956672,6.250000000000003
25,-0.9943534726143639,12.5,-0.24736842105268783,24.999999999999286,0.607893607893608,-6.25,-0.47747747747748526,0.0,1.5473684210526215,12.499999999999998,0.6411411411411412,-12.500000000000004,1.2987987987988212,-6.25,0.3203463203463059,6.25,0.0,0.0,0.5864435864435791,-6.250000000000355,0.14285714285715018,18.75000000000036,0.5298155298155299,0.0,-0.6357786357786088,-1.734723475976807E-16,-0.6190476190475976,18.75,0.4972114972114972,-6.249999999999999,-0.41076791076793595,12.499999999999645,0.31601731601734284,12.500000000000355,0.0,0.0,0.42299442299443757,6.249999999999645,-2.1323076923076862,12.500000000000714,0.7042042042042043,-6.249999999999998,0.2571857571857598,12.500000000000004,-2.4144551101073017,24.999999999999286,0.49463749463749446,0.0,1.3048048048047933,6.25,1.1255411255411416,12.499999999999998,0.34984984984984996,0.0,0.41698841698843125,1.734723475976807E-16,0.7316017316017508,18.750000000000355,0.070999570999571,0.0,-0.5499785499785291,-3.552713678800501E-13,-1.5635234330886436,6.25,-0.2597597597597599,0.0,-0.7181467181467318,-3.559652572704408E-13,-0.950875211744812,12.499999999999998,-0.5377520377520376,2.7755575615628914E-15
26,0.7430830039525631,-1.3877787807814457E-15,0.833834586466178,37.5,-0.39339339339339346,6.25,-0.6018018018018194,3.552713678800501E-13,3.0804511278195688,18.749999999999996,0.6420420420420421,-6.250000000000002,1.7627627627627411,-6.250000000000357,1.3619047619047422,6.250000000000003,0.0,0.0,0.5654654654654792,-6.25,1.7142857142857053,18.749999999999645,0.5528528528528529,0.0,-0.5567567567567429,0.0,0.2809523809523796,18.750000000000355,-0.48168168168168174,12.499999999999996,-0.45285285285283405,6.250000000000355,1.380952380952357,24.99999999999964,0.0,0.0,0.4366366366366232,-6.249999999999997,-2.3238461538461572,6.250000000000708,-0.2696696696696697,6.25,0.148948948948935,6.250000000000353,-0.9604743083004094,24.999999999999293,0.5147147147147145,2.7755575615628914E-15,2.1822822822822916,-6.25,2.804761904761912,18.75,0.3786786786786785,0.0,0.08378378378375828,-3.469446951953614E-16,2.7809523809523795,18.749999999999996,0.0771771771771772,0.0,-0.5921921921921823,12.500000000000355,-1.814229249011841,18.750000000000707,-0.21921921921921908,2.7755575615628914E-15,-0.5387387387387483,-6.249999999999645,0.4466403162054922,25.000000000000007,-0.5084084084084085,6.25
27,0.4805194805194901,12.499999999999641,3.9150375939849305,31.25,-0.3946803946803947,12.499999999999998,-0.7261261261261536,-3.552713678800501E-13,4.61353383458646,43.74999999999999,-0.3570570570570571,6.249999999999998,0.22672672672671784,6.25,2.403463203463178,18.750000000000355,0.0,0.0,-0.4555126555126776,6.25,3.2857142857142607,18.750000000000348,0.575890175890176,1.734723475976807E-16,-0.47773487773487694,0.0,2.1809523809523568,18.75000000000036,-0.46057486057486047,6.250000000000002,0.505062205062211,-12.5,2.445887445887428,37.50000000000035,0.0,0.0,0.4502788502788657,3.552713678800501E-13,-2.515384615384628,0.0,-0.24354354354354338,6.25,0.040712140712167055,-6.250000000000003,0.4935064935064832,37.5,0.5347919347919347,0.0,2.059759759759733,-12.500000000000355,4.483982683982683,37.500000000000355,0.40750750750750747,0.0,0.7505791505791422,1.734723475976807E-16,4.830303030303009,25.000000000000355,0.08335478335478341,0.0,-0.6344058344058355,1.3877787807814457E-15,-0.06493506493503835,31.25,-0.17867867867867873,-1.5612511283791264E-15,-1.3593307593307649,6.249999999999998,1.8441558441557964,37.50000000000001,-0.47906477906477896,3.469446951953614E-16
28,2.217955957086417,31.249999999999645,7.996240601503796,37.49999999999929,0.6040326040326042,-6.249999999999998,-0.8504504504504309,6.250000000000355,9.146616541353406,37.5,0.6438438438438439,-6.938893903907228E-16,0.6906906906906946,6.249999999999646,4.445021645021671,24.999999999999652,0.0,0.0,-0.47649077649077753,6.2500000000003535,5.857142857142873,37.49999999999964,0.598927498927499,-6.25,-0.39871299871301097,-6.938893903907228E-16,4.080952380952391,37.5,0.5605319605319606,-6.249999999999998,-0.537022737022744,0.0,6.510822510822498,25.0,0.0,0.0,-0.5360789360789486,6.249999999999645,-2.706923076923099,12.499999999999991,0.7825825825825827,-12.5,-0.06752466752465774,3.524958103184872E-13,3.9474872953133757,43.75,0.5548691548691548,0.0,1.9372372372372313,-6.25,8.163203463203454,43.749999999999986,0.43633633633633645,-6.249999999999998,0.417374517374526,0.0,7.8796536796536945,31.249999999999634,0.08953238953238962,0.0,1.3233805233805112,-18.749999999999645,1.6843591191417642,43.74999999999929,-0.13813813813813794,-2.8622937353617317E-15,-1.1799227799227814,6.25,5.241671372106101,50.00000000000071,0.5502788502788502,-12.5
29,3.9553924336532873,68.75000000000036,13.077443609022549,43.75,0.6027456027456027,-12.5,-0.974774774774765,6.25,14.679699248120297,37.50000000000001,-0.3552552552552553,-8.673617379884035E-17,0.15465465465467138,0.0,7.4865800865801075,37.49999999999965,0.0,0.0,-0.49746889746887746,6.249999999999999,9.428571428571427,43.75000000000001,0.6219648219648221,-6.25,-0.319691119691145,0.0,7.980952380952369,49.999999999999986,-0.41836121836121837,6.25,-0.5791076791076989,6.250000000000355,10.575757575757569,37.500000000000014,0.0,0.0,0.47756327756329386,-6.249999999999998,-2.89846153846157,31.25000000000072,-0.19129129129129122,-6.250000000000002,-1.1757614757614825,12.500000000000009,9.401468097120269,37.49999999999999,0.5749463749463749,-6.249999999999997,0.8147147147147296,3.567458828346304E-13,13.842424242424281,43.74999999999963,0.465165165165165,-2.7755575615628914E-15,1.08416988416991,-3.552713678800501E-13,12.929004329004323,24.99999999999999,0.09570999570999561,-6.25,-0.7188331188331419,12.499999999999645,6.433653303218567,43.74999999999928,-0.09759759759759759,-2.732189474663471E-15,-1.000514800514798,-1.3877787807814457E-15,10.639186900056519,56.24999999999929,-0.4203775203775203,6.25
30,8.692828910220214,118.75,21.1586466165413,43.75000000000069,0.6014586014586015,-1.3877787807814457E-15,-0.09909909909909921,-6.249999999999645,21.212781954887244,43.749999999999666,0.6456456456456456,-6.25,0.6186186186185912,-6.25,11.528138528138545,43.74999999999999,0.0,0.0,-0.5184470184470342,-3.552713678800501E-13,15.999999999999982,31.250000000000362,-0.35499785499785497,6.250000000000002,-0.24066924066922216,-6.938893903907228E-16,13.880952380952403,43.74999999999963,0.6027456027456027,-6.250000000000003,-0.621192621192597,6.249999999999643,15.64069264069264,50.000000000000014,0.0,0.0,-0.5087945087945205,0.0,-1.0900000000000414,31.25,-0.16516516516516513,12.500000000000004,-0.28399828399830734,-3.552713678800501E-13,15.855448898927161,43.74999999999998,0.595023595023595,-6.25,0.692192192192171,-5.204170427930421E-16,20.521645021644993,43.750000000000014,-0.5060060060060061,12.500000000000004,0.7509652509652369,-9.050731179008914E-17,17.97835497835495,37.50000000000037,0.10188760188760182,0.0,0.23895323895326165,6.249999999999999,12.182947487295255,50.00000000000071,-0.05705705705705725,2.981555974335137E-17,-0.8211068211068144,6.25,18.036702428006823,37.49999999999927,-0.3910338910338912,12.5
31,18.43026538678714,149.99999999999966,29.239849624060167,31.24999999999998,-0.39982839982839974,6.25,-0.22342342342343338,-6.25,30.745864661654135,31.25000000000002,-0.3534534534534534,6.249999999999998,0.08258258258256806,0.0,18.56969696969698,24.99999999999997,0.0,0.0,0.46057486057486585,-12.499999999999645,22.571428571428594,24.999999999999666,-0.3319605319605319,6.25,-0.16164736164735619,0.0,21.780952380952378,25.00000000000001,0.6238524238524238,-12.500000000000004,-0.6632775632775519,-6.938893903907228E-16,24.705627705627712,18.74999999999999,0.0,0.0,-0.495152295152278,6.249999999999998,1.7184615384614876,31.25000000000072,-1.139039039039039,12.5,-0.3922350922350753,-6.25,24.309429700734054,31.24999999999998,-0.3848991848991848,6.249999999999997,-0.43033033033033075,6.249999999999643,30.20086580086582,18.75000000000001,0.5228228228228229,-6.250000000000003,1.4177606177606208,-6.249999999999999,25.027705627705636,31.25000000000001,-0.891934791934792,12.5,1.1967395967396084,-18.750000000000355,19.932241671372058,37.50000000000074,-0.016516516516516453,5.5077470362263625E-15,-0.641698841698831,-3.552713678800501E-13,28.434217955957127,12.499999999999979,0.6383097383097384,-6.250000000000003
32,34.16770186335401,187.50000000000034,41.321052631578915,-18.74999999999998,0.5988845988845989,-6.249999999999997,-0.3477477477477675,0.0,40.27894736842103,12.50000000000069,-0.3525525525525525,12.5,-0.45345345345345517,12.5,25.611255411255417,12.499999999999979,0.0,0.0,-0.5604032604032341,-3.552713678800501E-13,31.14285714285715,6.249999999999667,-0.3089232089232089,6.938893903907228E-16,-0.08262548262549022,-3.5457747848965937E-13,30.680952380952355,18.750000000000366,-0.355040755040755,6.25,0.2946374946374931,-12.500000000000355,32.77056277056278,6.249999999999989,0.0,0.0,-0.48151008151009234,3.552713678800501E-13,5.52692307692313,37.49999999999928,0.8870870870870871,-12.500000000000004,-0.5004719004719002,-3.552713678800501E-13,34.76341050254094,-6.249999999999978,-0.36482196482196466,6.25,-0.5528528528528325,6.249999999999645,39.880086580086534,-6.2499999999992895,0.5516516516516514,-12.5,1.0845559845560047,-6.250000000000355,34.077056277056265,0.0,0.11424281424281424,0.0,0.15452595452595524,3.552713678800501E-13,30.68153585544886,2.220446049250313E-14,0.024024024024023895,-5.377642775528102E-15,0.5377091377091525,-12.499999999999645,36.83173348390743,18.75000000000002,0.6676533676533679,-6.25
33,56.90513833992094,193.75000000000034,50.40225563909778,-43.75000000000065,-0.4024024024024024,1.3877787807814457E-15,-0.4720720720720448,6.249999999999646,51.81203007518798,-12.500000000000021,0.6483483483483484,-6.249999999999999,0.010510510510521596,0.0,33.65281385281385,6.250000000000022,0.0,0.0,-0.5813813813813908,12.499999999999998,39.71428571428571,3.3306690738754696E-13,-0.2858858858858858,0.0,-0.0036036036036242486,6.938893903907228E-16,39.58095238095239,6.25,-0.33393393393393395,6.249999999999998,-0.7474474474474618,6.249999999999999,41.835497835497854,-6.250000000000355,0.0,0.0,-0.46786786786784984,0.0,11.33538461538466,43.749999999999275,-0.0867867867867869,-6.25,-0.608708708708725,-3.5665914666083154E-13,44.217391304347835,-24.99999999999998,-0.34474474474474454,0.0,-0.675375375375391,-3.552713678800501E-13,49.55930735930736,-12.499999999999956,-0.41951951951951955,6.250000000000003,0.7513513513513317,-6.938893903907228E-16,42.12640692640695,-12.500000000000355,0.12042042042042045,-6.25,0.11231231231230206,6.249999999999645,39.43083003952567,-2.220446049250313E-14,0.06456456456456469,-1.734723475976807E-16,-0.282882882882864,-6.249999999999645,48.22924901185773,12.500000000000021,0.696996996996997,-6.250000000000003
34,89.64257481648787,106.24999999999964,58.48345864661653,-43.74999999999996,-0.4036894036894036,6.25,-0.596396396396379,6.249999999999999,61.345112781954924,-18.75000000000071,0.6492492492492493,-12.500000000000004,0.47447447447449836,-12.500000000000355,41.694372294372286,-6.249999999999978,0.0,0.0,-0.6023595023594908,6.25,47.28571428571426,6.250000000000333,-0.26284856284856273,0.0,0.07541827541829857,6.249999999999644,50.48095238095237,-24.999999999999957,-0.3128271128271129,1.3877787807814457E-15,-0.7895323895324168,12.5,50.900432900432925,-18.750000000000398,0.0,0.0,-0.4542256542256642,-1.3877787807814457E-15,18.143846153846187,43.75000000000003,-0.060660660660660816,6.25,-0.7169455169454929,1.3877787807814457E-15,52.67137210615473,-24.999999999999957,-0.3246675246675244,2.7755575615628914E-15,-0.7978978978978928,0.0,58.23852813852819,-18.750000000000668,-0.39069069069069057,6.25,0.41814671814671556,-3.5457747848965937E-13,50.17575757575758,-12.499999999999956,0.12659802659802666,0.0,0.07009867009864885,-6.249999999999645,49.18012422360247,-12.500000000000068,0.10510510510510504,-1.734723475976807E-16,-0.10347490347488052,6.25,58.626764539808036,-12.5,0.7263406263406261,-6.249999999999995
35,126.38001129305479,-25.000000000000355,64.56466165413529,-49.99999999999933,-0.404976404976405,-2.7755575615628914E-15,0.27927927927928686,-6.25,70.87819548872181,-25.0,0.6501501501501502,0.0,-0.06156156156158171,-6.249999999999643,49.73593073593072,-18.75,0.0,0.0,0.37666237666235247,-6.25,56.857142857142875,-18.750000000000355,-0.23981123981123978,-6.938893903907228E-16,0.15444015444016454,3.552713678800501E-13,58.3809523809524,-31.250000000000313,-0.2917202917202916,0.0,0.1683826683826851,-6.25,57.96536796536794,-18.749999999999687,0.0,0.0,-0.4405834405834217,-6.2500000000003535,27.952307692307716,18.750000000000032,-0.03453453453453451,-6.250000000000002,-0.8251823251823177,-3.5665914666083154E-13,60.12535290796162,-31.249999999999957,-0.30459030459030473,0.0,-0.9204204204203945,-3.5665914666083154E-13,66.91774891774891,-25.000000000000043,-0.36186186186186203,2.7755575615628914E-15,0.08494208494209943,-3.544040061420617E-13,57.22510822510821,-12.4999999999996,0.13277563277563287,0.0,0.02788502788505249,-3.552713678800501E-13,58.92941840767927,-37.50000000000004,0.14564564564564583,-2.949029909160572E-15,-0.924066924066897,12.5,70.02428006775834,-37.5,-0.24431574431574432,6.25
36,162.11744776962166,-112.49999999999964,68.64586466165416,-37.50000000000004,-0.40626340626340623,6.25,0.15495495495495268,1.0408340855860843E-15,79.4112781954887,-31.249999999999645,-0.34894894894894896,6.250000000000002,-0.597597597597605,-3.5388358909926865E-13,56.77748917748916,-25.0,0.0,0.0,0.35568425568425255,-12.5,64.42857142857143,-31.25,-0.2167739167739167,0.0,1.2334620334620305,-12.500000000000355,66.28095238095239,-25.000000000000043,-0.2706134706134706,1.3877787807814457E-15,0.12629772629773015,-6.25,66.030303030303,-31.249999999999602,0.0,0.0,-0.42694122694123604,-6.249999999999645,37.76076923076925,-6.250000000000022,-0.008408408408408435,1.734723475976807E-16,-0.9334191334191425,1.3877787807814457E-15,66.57933370976852,-37.50000000000004,-0.2845130845130846,2.7755575615628914E-15,-1.042942942942953,0.0,73.59696969696974,-31.250000000000043,-0.33303303303303305,-2.7755575615628914E-15,-0.24826254826257355,-3.5492442318485473E-13,64.2744588744589,-18.750000000000398,0.13895323895323886,-6.250000000000003,-1.0143286143286008,6.249999999999646,65.67871259175607,-24.999999999999957,0.18618618618618618,-6.25,0.2553410553410296,-3.469446951953614E-16,78.42179559570864,-37.5,-0.21497211497211477,6.250000000000003
37,191.8548842461886,-124.99999999999964,70.72706766917291,-18.75,-0.40755040755040745,-1.3877787807814457E-15,0.030630630630618532,6.250000000000355,85.94436090225565,-25.0,0.651951951951952,-6.25,-1.1336336336336281,6.249999999999999,62.819047619047595,-24.999999999999645,0.0,0.0,0.3347061347061526,3.552713678800501E-13,70.99999999999999,-31.249999999999645,-0.19373659373659372,-1.3877787807814457E-15,0.31248391248389645,6.249999999999999,72.18095238095236,-24.999999999999687,-0.24950664950664952,-1.3877787807814457E-15,0.0842127842127752,-3.550978955324524E-13,71.09523809523807,-24.999999999999957,0.0,0.0,-1.4132990132989935,6.249999999999998,47.56923076923078,-25.00000000000002,-0.9822822822822821,12.5,-1.0416559416559672,3.5388358909926865E-13,71.03331451157541,-18.750000000000043,-0.2644358644358645,2.7755575615628914E-15,-1.1654654654654548,3.5665914666083154E-13,80.27619047619045,-37.5,-0.3042042042042041,0.0,-0.5814671814671897,-6.249999999999998,70.32380952380953,-25.000000000000043,0.14513084513084507,0.0,-0.056542256542253914,-6.250000000000355,72.42800677583287,-24.999999999999957,0.22672672672672697,1.734723475976807E-16,0.43474903474901305,-6.2500000000003535,85.81931112365895,-37.5,-0.18562848562848566,-2.7755575615628914E-15
38,216.59232072275552,-125.00000000000036,72.80827067669178,-12.50000000000071,0.5911625911625912,-12.500000000000004,0.9063063063062844,-6.250000000000355,92.47744360902254,-31.25,-0.3471471471471472,0.0,-1.6696696696696514,6.249999999999998,67.86060606060603,-24.999999999999645,0.0,0.0,-0.6862719862720041,12.500000000000355,76.5714285714286,-25.000000000000355,-0.17069927069927063,3.469446951953614E-16,0.3915057915057624,6.249999999999999,78.0809523809524,-25.0,-0.22839982839982848,-1.3877787807814457E-15,0.04212784212782026,3.552713678800501E-13,76.16017316017314,-18.75,0.0,0.0,-1.399656799656808,6.250000000000355,56.37769230769231,-25.000000000000043,0.04384384384384395,0.0,-1.1498927498927352,0.0,74.4872953133823,-12.5,-0.24435864435864435,-5.551115123125783E-15,-1.2879879879880134,-1.3877787807814457E-15,83.95541125541128,-18.75,-0.27537537537537554,0.0,-0.9146718146718058,3.5735303605122226E-13,75.37316017316016,-18.749999999999645,-0.8486915486915487,12.499999999999998,-1.0987558987559072,0.0,78.17730095990967,-50.0,-0.7327327327327327,12.499999999999996,0.6141570141569965,3.552713678800501E-13,92.21682665160925,-37.5,-0.15628485628485655,-5.551115123125783E-15
39,237.32975719932244,-112.50000000000036,73.88947368421053,-12.5,-0.4101244101244101,-1.3877787807814457E-15,0.7819819819820071,-6.250000000000355,97.01052631578949,-25.0,-0.3462462462462463,12.5,-1.2057057057057314,-6.25,71.90216450216452,-25.000000000000355,0.0,0.0,0.29274989274989593,0.0,80.14285714285715,-12.500000000000355,-0.14766194766194765,0.0,1.4705276705276853,-12.5,81.98095238095237,-18.75,-0.20729300729300743,1.3877787807814457E-15,4.290004292215599E-5,3.552713678800501E-13,80.22510822510822,-18.75,0.0,0.0,-1.3860145860145654,-6.25,63.186153846153836,-18.750000000000043,0.06996996996997003,-12.500000000000004,-1.25812955812956,3.552713678800501E-13,78.9412761151892,-31.25,-0.22428142428142422,-2.7755575615628914E-15,-1.4105105105105151,0.0,87.63463203463199,-12.49999999999929,-0.2465465465465466,0.0,-2.247876447876422,12.5,79.42251082251084,-18.750000000000355,0.15748605748605748,1.3877787807814457E-15,-1.1409695409695604,0.0,81.92659514398648,-18.75,0.30780780780780764,6.25,0.79356499356498,0.0,95.61434217955956,-6.25,-0.126941226941227,6.249999999999999
