Run Summary        (Smart Cycler 2.0d)
Run Name:,SALM_SAMPLES1-5_DIL_SER_1
Started At:,"Mar 15, 2017 10:45 AM"
Number of Sites:,22

Cycle Data

Instrument A
,A1,A1,A1,A1,A2,A2,A2,A2,A3,A3,A3,A3,A4,A4,A4,A4,A5,A5,A5,A5,A6,A6,A6,A6,A7,A7,A7,A7,A8,A8,A8,A8,A9,A9,A9,A9,A10,A10,A10,A10,A11,A11,A11,A11,A12,A12,A12,A12,A13,A13,A13,A13,A14,A14,A14,A14,A15,A15,A15,A15,A16,A16,A16,A16
,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2
Cycle #,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2
19,-0.5296442687747133,6.2499999999996465,1.8131868131868696,24.99999999999929,0.3312312312312266,-6.25,3.2634032634032235,24.999999999999996,-0.6617647058823337,6.25,-1.304411764705848,25.0,0.2804511278195485,0.0,2.494505494505452,18.75,-0.8142292490118682,-6.250000000000357,1.4088235294117113,6.2500000000007105,-0.1646316646316651,3.5709282752982574E-13,-0.3676470588235361,7.091549569793187E-13,1.6666666666666856,6.250000000000355,0.9191176470588365,6.249999999999998,-0.8771929824561526,6.249999999999999,-0.8676470588235432,12.49999999999929,0.1857707509881374,6.250000000000355,-1.2279411764706387,18.75,0.5897435897435617,6.250000000000004,-1.132352941176471,2.7755575615628914E-15,0.3382352941176663,3.557050487490443E-13,0.0,0.0,-0.07518796992482187,-6.25,-1.0588235294117254,-7.133182933216631E-13,0.6652173913043731,12.5,-0.44117647058820353,-6.250000000000713,1.039072039072039,-12.5,-1.2941176470588331,12.50000000000071,-0.75,12.499999999999996,0.3088235294117325,-8.673617379884035E-16,-0.2105263157894702,-6.25000000000036,-2.2852941176470645,18.750000000000718
20,0.2021456804065776,-6.25,3.4340659340659365,12.500000000000005,0.25246675246675715,3.552713678800501E-13,6.637529137529089,2.7755575615628914E-15,0.7573529411764497,-12.5,-0.13970588235294296,12.499999999999998,0.3872180451127627,-6.250000000000355,4.817582417582448,18.74999999999929,-0.7233201581027463,12.499999999999998,3.279411764705833,-2.7755575615628914E-15,-0.2922262922263118,0.0,-0.19362745098044343,12.50000000000071,1.6952380952380963,31.250000000000007,0.27205882352944477,24.99999999999929,-0.7684210526315824,6.250000000000355,0.10539215686275583,12.5,-0.3585544889892736,6.249999999999646,-1.1764705882352777,24.999999999999286,1.1111111111111132,-6.249999999999649,-1.8406862745098422,12.5,-0.9583333333333286,24.999999999999645,0.0,12.5,-0.303007518796984,-3.5449074231586053E-13,-2.0196078431372513,18.749999999999297,1.931304347826063,-12.499999999999996,-2.0049019607843377,18.75,0.8559218559218493,3.5492442318485473E-13,-1.578431372548998,18.750000000000004,0.125,18.750000000000355,-0.0024509803921333173,6.249999999999999,-1.442105263157875,12.500000000000355,-1.867647058823574,37.49999999999999
21,0.9339356295878117,-12.499999999999998,6.054945054945004,6.250000000000703,0.17370227370228772,0.0,8.011655011654955,12.500000000000714,-0.8235294117647101,6.25,1.0249999999999622,6.2500000000007105,1.4939849624060337,-12.5,8.140659340659331,6.25,-0.6324110671936812,3.5457747848965937E-13,4.149999999999954,18.749999999999297,-1.4198209198209015,12.499999999999645,-0.01960784313723707,25.0,4.723809523809507,43.750000000000355,2.624999999999939,25.00000000000071,-0.6596491228070123,6.2500000000003535,1.0784313725490549,12.50000000000071,0.09712027103331539,3.5388358909926865E-13,0.8749999999999697,24.99999999999929,0.6324786324786078,-6.249999999999996,-1.5490196078430998,24.999999999999293,0.7450980392156765,18.75,0.0,37.5,-0.5308270676691462,6.250000000000002,-1.9803921568627771,31.25,1.1973913043478097,-18.749999999999645,-1.5686274509803582,37.5,-0.3272283272283403,12.500000000000004,-0.8627450980391629,31.24999999999929,1.0,43.75,0.6862745098038872,25.0,-1.6736842105263368,18.75,-1.4499999999999698,37.49999999999928
22,-0.33427442123095424,12.5,7.675824175824185,43.75,0.09493779493781826,0.0,10.385780885780822,37.50000000000071,-0.4044117647058698,31.25,2.189705882352981,18.74999999999929,0.6007518796992479,-3.5388358909926865E-13,11.463736263736214,25.00000000000072,0.45849802371544063,-6.25,7.020588235294076,43.750000000000014,-0.5474155474155483,-3.5457747848965937E-13,2.1544117647058556,37.5,7.752380952380975,62.499999999999645,4.977941176470548,25.00000000000071,-0.5508771929824421,12.5,2.051470588235354,43.75,-0.4472049689440956,-3.5665914666083154E-13,2.926470588235331,43.74999999999929,0.15384615384615927,3.552713678800501E-13,-1.257352941176471,49.99999999999929,2.4485294117646816,24.999999999999996,2.0,43.75,-0.7586466165413652,12.499999999999643,-0.9411764705881893,31.249999999999993,0.4634782608695564,6.2499999999996465,-0.13235294117649232,37.49999999999929,0.4896214896214701,-3.563122019656362E-13,0.8529411764705586,37.50000000000001,3.875,68.75,1.3750000000000213,56.24999999999929,-1.9052631578947417,18.74999999999964,1.9676470588235209,43.75000000000001
23,0.3975155279503367,6.25,11.296703296703251,62.50000000000002,0.016173316173291954,-6.25,14.759906759906801,37.49999999999929,0.014705882352970434,43.749999999999645,4.354411764705886,43.74999999999999,0.7075187969924621,6.25,14.78681318681321,56.250000000000014,-0.4505928853754943,6.25,9.891176470588197,68.75000000000001,-0.675010175010195,3.552713678800501E-13,4.328431372549062,62.49999999999929,14.780952380952385,100.0,8.330882352941156,43.75,0.5578947368421281,-3.552713678800501E-13,5.024509803921539,56.25000000000071,0.008469791078493386,-6.250000000000355,6.977941176470578,56.249999999999986,-0.32478632478634606,0.0,2.0343137254901578,56.25000000000071,4.151960784313744,74.99999999999964,6.0,43.75,0.013533834586472662,6.250000000000355,2.098039215686285,43.75,-1.2704347826086968,12.5,3.303921568627487,37.5,0.3064713064712805,-6.25,4.568627450980394,56.25,9.75,106.25,5.063725490196042,56.25,-0.13684210526314664,18.750000000000355,5.385294117647125,62.49999999999929
24,1.1293054771315707,-12.5,18.917582417582434,49.99999999999997,-0.0625911625911775,0.0,20.134032634032668,49.99999999999931,3.433823529411754,68.75000000000036,7.519117647058791,62.50000000000071,0.8142857142857332,12.500000000000352,22.109890109890095,68.74999999999999,0.6403162055335708,6.250000000000355,17.76176470588232,62.499999999999986,-0.8026048026047848,6.25,10.502450980392155,62.5,23.809523809523796,168.75000000000034,13.683823529411764,43.749999999999645,1.6666666666666414,18.75000000000035,10.997549019607838,43.75000000000071,-0.5358554488989176,-6.25,14.029411764705825,50.000000000000725,-0.8034188034187946,6.25,7.3259803921569,49.99999999999929,9.855392156862749,112.49999999999964,11.0,31.25,0.7857142857143105,6.250000000000355,5.137254901960759,75.00000000000071,-0.004347826086950096,-12.499999999999648,7.740196078431353,56.25,0.12332112332114775,0.0,9.284313725490229,68.74999999999929,18.625,162.5,11.752450980392176,37.5,0.6315789473683916,43.750000000000355,12.802941176470616,56.250000000000014
25,0.8610954263128049,6.249999999999644,26.5384615384615,56.249999999999964,-1.141355641355647,12.5,27.508158508158534,50.00000000000002,7.852941176470594,131.25,14.683823529411809,43.749999999999304,0.9210526315789473,25.0,30.432967032967092,62.499999999999275,0.7312252964426927,-1.3877787807814457E-15,26.632352941176443,56.249999999999986,0.06980056980056851,-12.5,18.676470588235247,50.00000000000071,40.83809523809526,212.49999999999966,21.036764705882373,31.249999999999623,1.7754385964912116,75.00000000000036,17.970588235294137,43.74999999999929,-1.0801806888763286,18.749999999999645,22.080882352941185,62.500000000000036,-1.2820512820513,6.250000000000355,14.617647058823529,56.25,19.558823529411754,150.00000000000034,19.0,25.0,1.5578947368420915,31.25,13.176470588235347,68.74999999999929,-1.7382608695652033,-3.552713678800501E-13,14.176470588235333,62.5,-0.05982905982904185,-3.5457747848965937E-13,18.99999999999995,50.00000000000071,35.5,181.25,18.441176470588196,43.75,4.399999999999987,68.75000000000036,22.220588235294105,37.50000000000074
26,0.5928853754940958,24.999999999999993,38.15934065934068,31.25000000000002,-0.22012012012011642,-3.5492442318485473E-13,37.8822843822844,31.24999999999998,18.272058823529434,193.74999999999966,22.848529411764716,18.749999999999993,3.0278195488721615,31.250000000000355,43.756043956043975,37.49999999999996,1.8221343873517577,-6.249999999999288,38.502941176470564,43.74999999999996,-0.057794057794078174,-6.25,28.850490196078454,43.75,66.86666666666667,156.24999999999966,29.389705882352924,6.249999999999978,6.884210526315782,93.75000000000001,26.943627450980436,37.49999999999929,-1.6245059288537396,31.250000000000355,33.132352941176435,49.999999999999986,-0.7606837606837484,0.0,23.909313725490158,43.75000000000071,35.26225490196076,175.00000000000034,25.0,31.25,3.3300751879699293,56.25,23.21568627450982,31.24999999999929,-2.4721739130434566,18.750000000000004,24.6127450980392,25.0,-0.24297924297923146,-3.5457747848965937E-13,28.715686274509785,43.75000000000071,59.375,143.75,28.12990196078433,6.25,10.168421052631581,112.49999999999964,32.63823529411771,31.24999999999928
27,2.32467532467533,18.75,50.780219780219745,-6.249999999999933,-0.2988845988845859,-6.938893903907228E-16,48.25641025641027,24.999999999999932,36.69117647058822,200.00000000000034,32.01323529411762,-6.2499999999993,5.134586466165433,56.249999999999645,56.07912087912086,6.250000000000666,1.9130434782608796,6.250000000000353,52.373529411764686,6.249999999999956,-1.185388685388668,18.75,41.024509803921546,18.75,100.89523809523808,31.250000000000355,38.74264705882353,-24.99999999999998,14.992982456140352,125.00000000000003,37.91666666666662,6.2500000000007105,0.8311688311688494,18.75,47.1838235294118,-6.250000000000022,-1.2393162393162538,3.552713678800501E-13,36.2009803921569,6.2499999999992895,58.96568627450982,143.74999999999966,36.0,-18.75,8.102255639097768,87.49999999999962,35.254901960784295,7.105427357601002E-13,-2.2060869565217667,12.5,35.04901960784318,12.5,-0.42612942612942106,3.5457747848965937E-13,41.43137254901962,12.499999999999245,90.25,37.5,38.81862745098035,-50.0,19.936842105263178,181.24999999999966,45.055882352941204,6.249999999999933
28,4.056465273856564,25.000000000000348,62.401098901098926,-12.499999999999956,-0.37764907764905536,0.0,60.630536130536136,12.499999999999956,64.11029411764706,150.00000000000009,41.17794117647064,-43.75000000000071,10.241353383458646,106.25,71.40219780219785,-25.000000000000668,2.003952569169945,12.499999999999996,66.2441176470588,-18.749999999999957,-0.3129833129833147,6.249999999999645,54.19852941176475,-12.50000000000071,134.9238095238095,-74.99999999999964,46.09558823529408,-43.74999999999962,27.101754385964924,187.5,48.88970588235292,-31.249999999999247,2.286843591191438,56.25,60.235294117647044,-37.5,-0.7179487179487023,0.0,47.49264705882353,-12.499999999999956,88.66911764705883,43.74999999999973,44.0,-56.25,14.874436090225549,143.75000000000034,46.29411764705877,-24.99999999999929,-1.94000000000002,24.999999999999996,45.485294117647044,12.5,-0.6092796092796107,6.250000000000358,55.147058823529456,-18.750000000000753,123.125,-87.5,45.507352941176485,-50.0,37.70526315789471,218.7500000000004,57.473529411764694,-31.249999999999332
29,6.788255223037855,62.49999999999963,74.021978021978,-18.750000000000043,0.5435864435864184,-6.25,73.004662004662,-12.499999999999956,97.5294117647059,49.99999999999973,48.342647058823545,-56.25,18.348120300751862,168.75000000000034,82.72527472527473,-37.49999999999996,4.094861660079067,6.249999999999998,79.11470588235292,-31.249999999999957,0.5594220594220386,-6.250000000000355,66.37254901960785,-18.75,165.95238095238096,-125.00000000000036,52.44852941176469,-37.5,48.210526315789494,187.49999999999966,58.86274509803922,-49.99999999999996,5.742518351214027,112.5,71.2867647058824,-25.00000000000071,-1.1965811965812077,12.5,58.78431372549016,-24.999999999999247,121.37254901960783,-68.74999999999956,50.0,-37.5,28.646616541353385,175.0,57.33333333333336,-43.75000000000071,-0.6739130434782732,50.0,57.92156862745102,-31.25,-0.7924297924298003,-3.552713678800501E-13,65.86274509803917,7.549516567451064E-13,151.0,-125.0,51.196078431372506,-37.5,64.47368421052632,187.4999999999999,68.89117647058829,-56.25000000000067
30,11.520045172219088,100.00000000000003,84.64285714285718,-18.750000000000043,-0.5351780351780511,6.25,85.37878787878786,-31.249999999999957,133.9485294117647,-62.49999999999973,52.50735294117645,-43.74999999999929,34.45488721804513,193.74999999999966,95.04835164835161,-56.24999999999929,4.185770750988132,50.0,90.98529411764704,-31.25,0.43182743182744876,-3.561387296180385E-13,77.54656862745094,-18.74999999999929,190.98095238095237,-131.25,55.8014705882353,-18.750000000000355,77.31929824561406,106.24999999999956,65.83578431372553,-43.75000000000075,15.198193111236616,131.24999999999966,81.33823529411765,-31.25,-0.6752136752136562,25.000000000000355,69.07598039215691,-31.250000000000753,149.07598039215685,-112.49999999999973,54.0,-25.0,49.41879699248123,168.7499999999996,65.37254901960783,-37.5,2.5921739130434736,68.75,68.35784313725489,-50.0,0.024420024420010122,-6.938893903907228E-16,78.578431372549,-18.749999999999247,172.875,-106.25,54.88480392156864,-18.75,100.24210526315791,87.49999999999952,77.30882352941178,-49.99999999999996
31,21.251835121400322,143.75000000000037,94.26373626373625,-37.5,0.3860574860574794,0.0,95.75291375291373,-31.25,166.36764705882354,-131.24999999999974,55.67205882352947,-37.50000000000071,58.561654135338344,168.75000000000003,103.37142857142861,-62.50000000000071,7.276679841897254,93.74999999999999,100.85588235294117,-25.0,1.3042328042328022,2.0816681711721685E-15,88.72058823529414,-37.5,211.00952380952378,-106.24999999999964,60.15441176470585,-18.749999999999602,111.42807017543858,-12.499999999999734,71.80882352941182,-43.75000000000075,28.653867871259205,187.49999999999966,91.3897058823529,-49.99999999999929,0.8461538461538385,31.250000000000007,77.36764705882354,-25.000000000000043,172.7794117647059,-106.25000000000044,58.0,-18.75,77.190977443609,118.75000000000038,72.4117647058823,-37.49999999999929,8.85826086956522,100.00000000000003,75.79411764705887,-31.25,-1.1587301587301795,25.000000000000355,90.29411764705884,-43.75000000000071,191.75,-87.5,57.57352941176466,-12.5,139.01052631578943,-31.249999999999556,83.72647058823527,-37.49999999999929
32,34.98362507058162,187.49999999999957,103.88461538461543,-62.5,0.30729300729300996,-6.25,105.1270396270396,-31.25,193.78676470588238,-150.00000000000034,56.83676470588237,-18.75000000000071,89.66842105263156,106.25000000000044,109.69450549450549,-43.75,14.367588932806319,125.0,110.72647058823529,-37.5,1.1766381766381555,18.750000000000355,97.89460784313724,-43.75,226.03809523809525,-75.00000000000036,62.50735294117646,-6.249999999999956,144.53684210526313,-93.74999999999956,75.78186274509801,-37.49999999999929,49.10954263128174,231.25000000000034,97.44117647058826,-43.75,3.3675213675213898,56.250000000000014,85.65931372549016,-31.24999999999929,191.48284313725492,-87.50000000000036,60.0,-12.5,110.96315789473684,6.250000000000044,78.4509803921569,-50.00000000000071,18.124347826086968,156.25,83.23039215686273,-37.5,0.6581196581196878,31.25,99.00980392156868,-31.25000000000071,205.625,-68.75,61.262254901960794,-12.499999999999956,176.77894736842103,-118.74999999999956,89.14411764705888,-37.50000000000071
33,58.71541501976285,168.74999999999994,108.5054945054945,-37.5,0.22852852852854053,0.0,113.50116550116546,-31.249999999999645,214.20588235294122,-118.75000000000036,57.00147058823528,7.105427357601002E-13,125.77518796992483,-2.6645352591003757E-13,114.01758241758237,-43.74999999999929,25.45849802371544,175.0,118.59705882352941,-37.5,2.0490435490435654,43.749999999999645,105.06862745098044,-31.25000000000071,239.06666666666666,-56.25,64.86029411764707,6.2499999999996,172.6456140350877,-112.49999999999991,77.75490196078431,-24.99999999999929,81.56521739130433,156.25000000000026,103.49264705882351,-56.25,7.888888888888885,100.0,91.95098039215691,-31.25000000000071,207.18627450980392,-81.24999999999964,63.0,-12.5,144.73533834586468,-93.75000000000036,81.49019607843137,-37.5,34.390434782608715,199.9999999999996,88.66666666666671,-37.5,2.474969474969498,37.499999999999645,107.7254901960784,-18.74999999999929,218.5,-68.75,61.950980392156815,6.250000000000044,208.54736842105262,-137.50000000000034,92.56176470588237,-25.0
34,88.44720496894408,100.0000000000004,113.12637362637368,-25.0,0.14976404976407107,-3.552713678800501E-13,119.87529137529133,-12.499999999999556,229.625,-74.99999999999964,58.166176470588184,-12.49999999999929,161.88195488721806,-87.50000000000009,117.34065934065937,-43.75000000000071,44.54940711462451,199.99999999999994,124.46764705882353,-31.25,4.921448921448919,62.500000000000014,111.24264705882354,-25.0,249.09523809523807,-43.749999999999645,68.21323529411762,-12.49999999999969,196.75438596491227,-112.5,79.72794117647061,-18.75000000000071,120.02089215132692,31.24999999999991,106.54411764705887,-43.75000000000071,16.410256410256437,156.24999999999966,97.24264705882354,-25.0,219.88970588235293,-62.499999999999645,64.0,6.25,173.50751879699246,-118.74999999999964,83.52941176470584,-24.99999999999929,58.65652173913046,187.4999999999996,92.10294117647058,-31.25,6.2918192918193085,68.75,114.44117647058823,-37.5,227.375,-43.75,65.63970588235296,-4.440892098500626E-14,234.31578947368422,-118.75000000000036,94.97941176470586,-6.2499999999992895
35,123.17899491812537,12.49999999999969,116.74725274725274,-18.75,0.07099957099954476,0.0,126.24941724941725,-12.500000000000266,243.04411764705884,-62.499999999999645,58.3308823529412,-12.50000000000071,192.98872180451127,-118.74999999999973,117.66373626373625,-18.75,71.64031620553362,181.24999999999966,130.33823529411765,-37.5,9.793854293854272,106.25000000000036,116.41666666666663,-18.74999999999929,258.12380952380954,-43.750000000000355,70.56617647058823,0.0,215.86315789473684,-100.00000000000036,79.70098039215691,-12.50000000000071,159.4765669113495,-68.74999999999991,106.59558823529412,0.0,30.931623931623932,206.25,101.53431372549016,-18.74999999999929,228.593137254902,-31.250000000000355,66.0,0.0,197.2796992481203,-118.75,84.56862745098043,-12.50000000000071,91.92260869565214,100.0000000000004,95.53921568627456,-37.5,12.108669108669119,112.5,122.15686274509807,-56.25000000000071,234.25,-18.75,67.32843137254898,-4.440892098500626E-14,256.08421052631576,-112.49999999999964,97.39705882352946,-7.105427357601002E-13
36,157.9107848673066,-81.25,118.36813186813193,-6.25,-0.007764907764924699,6.25,132.62354312354313,-18.750000000000444,253.46323529411768,-50.000000000000355,57.49558823529411,0.0,220.09548872180454,-137.50000000000034,117.98681318681314,-6.2499999999992895,106.73122529644269,93.75000000000004,133.20882352941177,-25.0,18.666259666259684,162.49999999999966,120.59068627450984,-18.75,265.15238095238095,-25.0,71.91911764705884,12.499999999999645,230.9719298245614,-75.00000000000036,80.67401960784309,-12.49999999999929,195.93224167137208,-131.24999999999991,108.64705882352936,-12.49999999999929,54.45299145299143,231.25000000000034,104.82598039215691,-25.00000000000071,238.296568627451,-37.500000000000355,69.0,-18.75,217.05187969924813,-106.25000000000036,84.6078431372549,0.0,129.1886956521739,-18.749999999999602,95.97549019607843,-25.0,22.92551892551893,168.75,123.87254901960779,-12.49999999999929,242.125,-25.0,70.01715686274511,6.25,272.85263157894735,-87.5,99.81470588235295,0.0
37,189.64257481648784,-131.24999999999966,121.98901098901099,-12.5,-0.08652938652939415,6.249999999999645,136.997668997669,-12.500000000000089,261.8823529411765,-37.500000000000355,57.66029411764701,7.105427357601002E-13,241.20225563909776,-118.75,118.30989010989013,-6.2500000000007105,146.82213438735175,-49.999999999999645,136.0794117647059,-25.0,34.53866503866504,193.74999999999994,124.76470588235293,-18.75,270.18095238095236,3.552713678800501E-13,76.27205882352939,-6.249999999999645,243.08070175438593,-37.499999999999645,79.64705882352939,-6.2499999999992895,226.38791643139467,-150.0,109.69852941176472,-31.25,86.97435897435898,168.75,108.11764705882354,-31.25,245.0,-31.249999999999645,69.0,0.0,230.8240601503759,-62.499999999999645,85.64705882352938,-12.49999999999929,165.45478260869564,-106.25,96.4117647058824,-12.5,39.74236874236874,212.5,127.58823529411762,-6.2499999999992895,247.0,-18.75,72.70588235294113,-12.5,285.62105263157895,-50.000000000000355,102.23235294117644,-12.49999999999929
38,214.37436476566913,-131.25000000000034,122.60989010989017,-7.105427357601002E-13,0.8347061347061364,-12.5,142.37179487179486,-18.749999999999645,269.3014705882353,-31.249999999999645,56.82500000000003,6.2499999999992895,256.30902255639097,-74.99999999999964,117.63296703296702,0.0,183.91304347826087,-143.75,137.95000000000002,-37.5,58.41107041107039,193.7500000000004,126.93872549019613,-12.50000000000071,277.20952380952383,-12.500000000000355,77.625,0.0,253.1894736842105,-24.999999999999645,79.62009803921569,18.75,250.84359119141726,-131.25,108.74999999999997,-6.25,129.49572649572647,18.75,108.40931372549016,-18.74999999999929,250.703431372549,-18.749999999999645,71.0,6.25,243.59624060150375,-56.24999999999982,85.68627450980397,-12.50000000000071,196.72086956521738,-137.5,95.84803921568627,-12.5,66.55921855921855,187.5,131.30392156862746,-31.25000000000071,252.875,-18.75,75.39460784313727,0.0,297.3894736842105,-43.749999999999645,104.65000000000005,-25.00000000000071
39,235.10615471485036,-106.24999999999983,125.23076923076924,-12.5,0.755941655941667,-6.250000000000355,145.74592074592073,-18.749999999999645,274.72058823529414,-18.75,56.989705882352936,12.5,270.41578947368424,-75.00000000000036,117.9560439560439,-6.2499999999992895,214.00395256916994,-150.0,137.82058823529414,-18.75,90.2834757834758,143.74999999999977,130.11274509803923,-31.25,282.23809523809524,-25.0,80.97794117647061,-3.552713678800501E-13,264.29824561403507,-56.25,78.59313725490199,18.74999999999929,269.29926595143985,-93.75,107.80147058823533,12.49999999999929,170.01709401709402,-87.5,109.70098039215691,-18.75000000000071,256.40686274509807,-25.000000000000355,72.0,12.5,254.3684210526316,-56.25000000000018,84.72549019607844,6.25,221.98695652173913,-131.24999999999983,95.28431372549025,-12.5,101.37606837606836,81.25000000000036,132.0196078431373,-12.50000000000071,256.75,-31.25,76.08333333333329,6.25,307.1578947368421,-49.999999999999645,105.06764705882354,0.0
40,249.8379446640316,-62.49999999999947,126.85164835164831,-18.74999999999938,-0.32282282282280256,18.75,149.12004662004665,-6.250000000000355,280.139705882353,-12.500000000000355,57.15441176470584,12.50000000000071,280.52255639097746,-56.25,117.2791208791209,-18.75000000000071,238.09486166007906,-118.75,136.69117647058826,0.0,129.15588115588116,31.249999999999957,131.28676470588232,-31.24999999999929,287.26666666666665,-24.999999999999645,83.33088235294116,-12.499999999999645,271.40701754385964,-50.0,81.56617647058829,-25.00000000000071,284.75494071146244,-68.75,107.85294117647058,6.25,207.53846153846152,-137.50000000000017,108.99264705882354,-12.5,260.1102941176471,-12.500000000000355,74.0,6.25,261.1406015037594,-18.749999999999822,84.76470588235291,6.2500000000007105,242.25304347826088,-112.49999999999983,93.72058823529412,0.0,140.19291819291817,-37.499999999999645,133.73529411764702,-6.2499999999992895,260.625,-18.75,80.77205882352942,-18.75,314.9263157894737,-31.250000000000355,105.48529411764703,12.50000000000071
41,263.5697346132129,-43.75000000000053,126.47252747252749,12.499999999999911,0.5984126984126712,6.249999999999645,151.49417249417252,6.249999999999645,284.55882352941177,-18.749999999999645,58.31911764705886,6.2499999999992895,287.62932330827067,-24.999999999999645,116.60219780219778,-12.5,257.1857707509881,-93.75,136.56176470588238,-7.105427357601002E-13,169.02828652828651,-87.49999999999973,130.46078431372553,-7.105427357601002E-13,290.2952380952381,-6.250000000000355,85.68382352941177,-6.25,276.5157894736842,-18.75,80.53921568627447,-24.99999999999929,297.210615471485,-50.0,107.90441176470583,-6.2499999999992895,239.05982905982907,-162.50000000000017,108.28431372549016,7.105427357601002E-13,263.8137254901961,3.552713678800501E-13,77.0,-6.25,268.91278195488724,-18.750000000000178,84.8039215686275,-7.105427357601002E-13,257.51913043478265,-87.50000000000054,92.1568627450981,0.0,176.00976800976804,-112.50000000000036,134.45098039215685,-12.5,261.5,6.25,80.46078431372544,0.0,320.69473684210527,-12.500000000000355,107.90294117647063,-6.2500000000007105
42,275.30152456239415,-43.75000000000018,128.09340659340654,12.500000000000089,1.5196482196482017,-6.2499999999996465,154.86829836829838,6.25,288.9779411764706,-31.25,59.483823529411765,0.0,295.73609022556394,-37.500000000000355,113.92527472527466,6.2500000000007105,273.27667984189725,-87.5,135.4323529411765,6.25,204.90069190069192,-143.75000000000034,130.63480392156862,6.25,293.32380952380953,-12.5,87.03676470588238,6.249999999999645,281.6245614035088,-12.500000000000355,79.51225490196077,6.2500000000007105,307.6662902315076,-50.0,107.95588235294119,-12.5,263.58119658119654,-149.99999999999983,107.57598039215691,-7.105427357601002E-13,267.5171568627451,-6.249999999999645,78.0,0.0,275.6849624060151,-37.500000000000355,84.84313725490198,6.25,269.7852173913044,-62.50000000000053,91.59313725490196,-6.25,207.82661782661785,-143.75000000000034,135.16666666666669,-6.2500000000007105,265.375,0.0,83.14950980392157,0.0,327.4631578947368,-24.999999999999645,108.32058823529412,6.25
43,285.0333145115754,-37.499999999999645,129.71428571428572,8.881784197001252E-14,1.4408837408837323,-1.3877787807814457E-15,158.24242424242425,-6.25,291.39705882352945,-12.500000000000355,60.64852941176467,-6.2499999999992895,300.84285714285716,-25.0,113.24835164835166,-6.2500000000007105,285.3675889328063,-68.75,135.3029411764705,-6.2499999999992895,233.77309727309728,-150.0,130.8088235294117,7.105427357601002E-13,297.35238095238094,-24.999999999999645,89.38970588235293,0.0,285.73333333333335,-12.500000000000355,78.48529411764707,6.25,317.1219649915302,-50.0,107.00735294117644,-6.25,282.1025641025641,-106.24999999999983,106.86764705882354,0.0,271.22058823529414,-12.500000000000355,81.0,-6.25,280.45714285714286,-24.999999999999645,84.88235294117645,6.2500000000007105,279.0513043478261,-37.499999999999645,89.02941176470594,6.25,232.64346764346766,-143.75,134.8823529411764,7.105427357601002E-13,267.25,-12.5,84.8382352941176,-6.25,332.2315789473684,-24.999999999999645,109.73823529411762,18.75000000000071
44,293.7651044607567,-43.750000000000355,131.3351648351648,0.0,2.3621192621192626,-6.249999999999998,161.61655011655012,-12.5,292.81617647058823,12.500000000000355,61.81323529411769,-18.75000000000071,304.94962406015037,-12.499999999999645,111.57142857142854,-12.5,294.45849802371544,-43.75,135.17352941176475,-12.50000000000071,257.64550264550263,-137.49999999999966,130.98284313725492,-6.25,297.3809523809524,6.249999999999645,91.74264705882354,-12.5,289.84210526315786,-12.499999999999645,78.45833333333337,6.2499999999992895,322.5776397515528,-25.0,106.0588235294118,6.25,295.6239316239316,-56.25,106.15931372549016,6.2500000000007105,273.92401960784315,-6.250000000000355,82.0,-6.25,284.2293233082707,-6.249999999999645,85.92156862745104,-6.2500000000007105,287.31739130434784,-31.249999999999645,88.4656862745098,-6.25,252.46031746031747,-125.0,135.59803921568624,-12.49999999999929,270.125,-6.25,85.52696078431373,12.5,336.0,-3.552713678800501E-13,112.15588235294122,-7.105427357601002E-13
