Date,File#,Puff site#,Exposure (ms),Recording Length (ms),Flash Length (ms),Start frame of Flash,Start time of Flash (ms),No. of events at site,Max Amp at site,centroid_x (pixels),centoid_y (pixels),t_peak (frames),t_peak (ms),Amplitude (DF/F0),sigmax,sigmay,angle
1107,4,4.003,5,25115,500,755,3775,126,0.2532845251,60.5939457219,17.9409509332,5465,27325,0.1604747725,2.0000006084,2.0000468724,0.0186066316
1107,4,4.003,5,25115,500,755,3775,126,0.2532845251,64.405101852,14.6629985077,5474,27370,0.1140005777,2.00015233,4.7520836678,89.9924922727
1107,4,4.003,5,25115,500,755,3775,126,0.2532845251,54.87695503,15.0785524557,5538,27690,0.1724371799,2.0000010133,2.6554422063,60.5456622272
1107,4,4.003,5,25115,500,755,3775,126,0.2532845251,69.3072366629,13.8892646984,5556,27780,0.0824143685,5.6971937083,3.2788441781,89.8573237226
1107,4,4.003,5,25115,500,755,3775,126,0.2532845251,54.6487883255,17.968225491,5601,28005,0.0191239879,9.9999217526,8.574651457,0.1161101703
1107,4,4.003,5,25115,500,755,3775,126,0.2532845251,68.3104236663,15.1217155071,5626,28130,0.0694947173,3.9314201007,3.1428627373,30.6474988019
1107,4,4.003,5,25115,500,755,3775,126,0.2532845251,69.981216742,17.4582425286,5628,28140,0.0612733398,6.6582752073,3.2763676736,76.1457876987
1107,4,4.003,5,25115,500,755,3775,126,0.2532845251,66.8890436678,14.6573675222,5645,28225,0.062626954,3.7675113104,10,80.2199345136
1107,4,4.003,5,25115,500,755,3775,126,0.2532845251,60.372103018,13.2311070201,5645,28225,0.0636932766,3.6370337891,9.9997630798,43.0300392829
1107,4,4.003,5,25115,500,755,3775,126,0.2532845251,66.8890436678,14.6573675222,5645,28225,0.062626954,3.7675113104,10,80.2199345136
1107,4,4.003,5,25115,500,755,3775,126,0.2532845251,57.8149272948,19.3265283587,5743,28715,0.0537483457,2.5130232968,9.5505262004,16.6928354912
1107,4,4.003,5,25115,500,755,3775,126,0.2532845251,57.5223521654,10.5800454879,5851,29255,0.1362057726,2.0001654159,2.9579955138,0.0661223985
1107,4,4.003,5,25115,500,755,3775,126,0.2532845251,68.6871554351,17.3046931122,5875,29375,0.1332233945,3.1249687203,2.0000000206,69.9972796796
1107,4,4.003,5,25115,500,755,3775,126,0.2532845251,54.7280009794,15.5781311524,5890,29450,0.0766702032,2.4178275108,2.9427332933,48.8554486726
1107,4,4.003,5,25115,500,755,3775,126,0.2532845251,56.1890714463,11.3697478504,5913,29565,0.0573364052,3.5038123076,2.0000000948,53.6876142217
1107,4,4.003,5,25115,500,755,3775,126,0.2532845251,43.1744974506,12.8907018029,5943,29715,0.0639011629,2.9319291387,2.0000210893,89.9999477769
1107,4,4.004,5,25115,500,755,3775,28,0.2204032052,51.5679062291,13.7173076012,402,2010,0.1726631813,2.0000017262,2.0000005805,52.9085237432
1107,4,4.004,5,25115,500,755,3775,28,0.2204032052,48.7887372605,14.1168635193,635,3175,0.1872102998,2,2.0000006686,0.8226726612
1107,4,4.004,5,25115,500,755,3775,28,0.2204032052,50.6672052001,10.0859694559,669,3345,0.1281243348,2.0000001724,2.0000000004,0.5684898927
1107,4,4.004,5,25115,500,755,3775,28,0.2204032052,50.074850352,13.5181546742,953,4765,0.0828107317,2.2660835843,8.1167935343,11.4210753773
1107,4,4.004,5,25115,500,755,3775,28,0.2204032052,49.4622878771,15.7025139763,1095,5475,0.1034293156,2.1396137348,2,44.1097741424
1107,4,4.004,5,25115,500,755,3775,28,0.2204032052,49.5250866212,9.5867674341,1393,6965,0.0788269717,2.0000030023,7.7940740377,1.5294750516
1107,4,4.004,5,25115,500,755,3775,28,0.2204032052,53.9301899099,10.753857358,1434,7170,0.1215809831,2.0001029161,4.7329769099,5.3202909747
1107,4,4.004,5,25115,500,755,3775,28,0.2204032052,51.6246668532,14.7674602682,2029,10145,0.0653541199,2.8413173989,10,75.3108332124
1107,4,4.004,5,25115,500,755,3775,28,0.2204032052,48.7286749518,13.6335319145,2240,11200,0.0707616212,2.2420043154,5.823776383,20.2652662567
1107,4,4.004,5,25115,500,755,3775,28,0.2204032052,50.320911103,13.6064969365,2256,11280,0.0517247314,2.9907054149,9.9997204414,16.9287829707
1107,4,4.004,5,25115,500,755,3775,28,0.2204032052,49.630804776,11.9944620525,2304,11520,0.0181275508,10,9.8680027594,40.3018251832
1107,4,4.004,5,25115,500,755,3775,28,0.2204032052,50.784165575,15.7670818732,2813,14065,0.0641412558,9.9759837708,3.7811235279,77.6318214421
1107,4,4.004,5,25115,500,755,3775,28,0.2204032052,52.9133786772,12.7846539329,2967,14835,0.0906625375,2.0008669319,2.728353252,6.1632954825
1107,4,4.004,5,25115,500,755,3775,28,0.2204032052,53.871058425,13.2819318927,3366,16830,0.1257239518,2.0000028042,2.0000031971,50.5979335348
1107,4,4.004,5,25115,500,755,3775,28,0.2204032052,52.564185936,13.4383053997,3516,17580,0.1591227961,2.0000009456,2.0000014764,74.9926670671
1107,4,4.004,5,25115,500,755,3775,28,0.2204032052,53.0076771843,11.629285225,3732,18660,0.1456709111,2.0000000647,2.0000003357,1.3037031296
1107,4,4.004,5,25115,500,755,3775,28,0.2204032052,51.819767192,10.574446087,3747,18735,0.1370714828,3.4118401484,2.0198150273,89.9677985705
1107,4,4.004,5,25115,500,755,3775,28,0.2204032052,51.1147729811,16.1802886652,4623,23115,0.1562780794,2.0749796014,2.0080396803,21.9410820835
1107,4,4.004,5,25115,500,755,3775,28,0.2204032052,53.2476169375,15.2413648764,4696,23480,0.0547653246,4.2650883511,9.0733929932,17.0811789444
1107,4,4.004,5,25115,500,755,3775,28,0.2204032052,53.0976239285,9.786268697,4737,23685,0.0291827301,9.9999975564,6.6457590701,2.4141849241
1107,4,4.004,5,25115,500,755,3775,28,0.2204032052,49.7438568988,10.4841898031,4791,23955,0.1642475249,2,2.0450457482,46.130430531
1107,4,4.004,5,25115,500,755,3775,28,0.2204032052,51.2840670898,9.6829466478,5280,26400,0.0498336148,9.0767386235,4.0922235239,1.0947644272
1107,4,4.004,5,25115,500,755,3775,28,0.2204032052,54.063141312,12.6927933226,5369,26845,0.0533132292,2.0042298924,4.255031796,0.0105984668
1107,4,4.004,5,25115,500,755,3775,28,0.2204032052,49.0983657268,11.6906880538,5390,26950,0.0863084554,3.3092870697,2.0018413485,49.7153325083
1107,4,4.004,5,25115,500,755,3775,28,0.2204032052,54.3868000179,13.7873875836,5450,27250,0.1018640506,2.0101352524,2.4774259609,89.9400170635
1107,4,4.004,5,25115,500,755,3775,28,0.2204032052,51.1260237098,16.1667452614,5671,28355,0.1428642422,2.0000000806,2.0000004653,89.8710707045
1107,4,4.004,5,25115,500,755,3775,28,0.2204032052,48.8570958054,13.9676341115,5823,29115,0.2204032052,2.000003521,2.0000066602,88.4145476448
1107,4,4.004,5,25115,500,755,3775,28,0.2204032052,53.9042402587,10.9073821656,5953,29765,0.0353186148,8.661144648,2.0049136703,11.0596154859
1107,4,4.005,5,25115,500,755,3775,9,0.1730728383,69.2427705925,9.4187127663,411,2055,0.0599984842,7.4916240447,3.4289269213,12.2383471583
1107,4,4.005,5,25115,500,755,3775,9,0.1730728383,70.4475218498,7.7694572894,581,2905,0.0344845573,7.1493099936,4.3376931725,28.9671769784
1107,4,4.005,5,25115,500,755,3775,9,0.1730728383,70.1300394228,11.9170258393,1759,8795,0.1730728383,2.0000005846,2.1928541248,89.7480170256
1107,4,4.005,5,25115,500,755,3775,9,0.1730728383,68.6151945086,10.7532222137,2340,11700,0.1176880303,2.0000827966,2.2313872973,89.9950954607
1107,4,4.005,5,26210,500,755,3775,9,0.1730728383,68.6555813908,9.7844727541,3104,15520,0.1162334008,2.1920085969,3.6261228294,0.0373501784
1107,4,4.005,5,26210,500,755,3775,9,0.1730728383,66.5088833445,8.5677475795,3229,16145,0.113415628,2.1654580256,4.0130816504,89.9405932845
1107,4,4.005,5,26210,500,755,3775,9,0.1730728383,70.2805286793,8.7888628649,4047,20235,0.1232117881,2.0000184414,2.0000431758,19.163968692
1107,4,4.005,5,26210,500,755,3775,9,0.1730728383,70.2510822712,11.117908009,5123,25615,0.1634035657,2.0000002342,2.0000002411,76.6341744995
1107,4,4.005,5,26210,500,755,3775,9,0.1730728383,72.1324347928,11.0555265632,5274,26370,0.0811056642,9.9995233465,2.0051979112,81.3373053477
1107,4,4.006,5,26210,500,755,3775,9,0.1334175852,44.6988675219,14.9202886355,251,1255,0.0283219312,9.9999869733,8.7730331539,0.0007461197
1107,4,4.006,5,26210,500,755,3775,9,0.1334175852,45.1833751425,15.2063255208,473,2365,0.0251914545,7.7233990009,7.1328509753,30.7222635963
1107,4,4.006,5,26210,500,755,3775,9,0.1334175852,47.7023045971,14.5385828515,1003,5015,0.0656149408,2.0017984728,7.1080673823,43.8990882475
1107,4,4.006,5,26210,500,755,3775,9,0.1334175852,47.8818877126,14.8720756181,1295,6475,0.1334175852,2,2.0000006817,44.7922037641
1107,4,4.006,5,26210,500,755,3775,9,0.1334175852,48.0308397405,14.3167139598,2495,12475,0.045756926,7.4767441429,9.9999846263,0.0284779414
1107,4,4.006,5,26210,500,755,3775,9,0.1334175852,45.2501073872,14.4582135235,3614,18070,0.0628433087,2.0000012072,2.000000246,88.7285257239
1107,4,4.006,5,26210,500,755,3775,9,0.1334175852,46.9772895179,15.3974753176,4302,21510,0.0786720708,2.087784943,4.3915084638,0.1576563873
1107,4,4.006,5,26210,500,755,3775,9,0.1334175852,47.6758756944,16.6715661094,4942,24710,0.1084110889,2.000075612,3.0814357428,4.7058582544
1107,4,4.006,5,26210,500,755,3775,9,0.1334175852,45.4249092684,14.5112322043,5806,29030,0.0765666313,6.8709791662,2.0019252027,89.908111103
1107,4,4.007,5,26210,500,755,3775,17,0.3309545687,99.8346785154,101.994146364,237,1185,0.03053981,9.9999967614,9.9998557573,27.9592775312
1107,4,4.007,5,26210,500,755,3775,17,0.3309545687,103.4615809375,98.6268551087,1363,6815,0.0665697999,6.9417030596,4.8263708149,20.765208382
1107,4,4.007,5,26210,500,755,3775,17,0.3309545687,101.171518206,102.1877121377,1421,7105,0.0932986137,5.7861659629,2.0000269716,89.3067167241
1107,4,4.007,5,26210,500,755,3775,17,0.3309545687,99.2888875788,99.3684891803,1697,8485,0.1787402379,2.0000001323,2.0000104175,16.3296972488
1107,4,4.007,5,26210,500,755,3775,17,0.3309545687,103.0014956293,100.377084837,1967,9835,0.0494181655,7.0384175662,10,0.0054895899
1107,4,4.007,5,26210,500,755,3775,17,0.3309545687,101.3758006458,101.0279490941,2237,11185,0.0820189973,9.9999999994,2.2316960746,61.7600501614
1107,4,4.007,5,26210,500,755,3775,17,0.3309545687,101.4435301826,102.8946414353,2496,12480,0.117851959,2,5.5304515693,49.2500865278
1107,4,4.007,5,26210,500,755,3775,17,0.3309545687,98.3985587515,100.5874074888,2696,13480,0.1612212411,4.4278029295,2.0000019406,52.254183466
1107,4,4.007,5,26210,500,755,3775,17,0.3309545687,98.2009645586,102.2360456667,2966,14830,0.1737450032,2.0005238886,4.1521666495,71.8060502752
1107,4,4.007,5,26210,500,755,3775,17,0.3309545687,99.3210502558,100.0499261842,3103,15515,0.0866157929,4.2135521725,2.0303296884,1.2924061257
1107,4,4.007,5,26210,500,755,3775,17,0.3309545687,99.2785742001,104.0297506188,3404,17020,0.1307552475,3.5058072743,2.0190257431,0.0201852701
1107,4,4.007,5,26210,500,755,3775,17,0.3309545687,101.6021876478,100.3922696072,3430,17150,0.3309545687,2.2116740904,2.0000370442,67.6673085814
1107,4,4.007,5,26210,500,755,3775,17,0.3309545687,101.6231661878,102.3956353947,3732,18660,0.1314569693,2.8876001765,7.9426658577,2.91913845945624E-005
1107,4,4.007,5,26210,500,755,3775,17,0.3309545687,99.6343815942,102.2958472361,4971,24855,0.1115201314,2.0000000121,2.0000049863,2.9281810143
1107,4,4.007,5,26210,500,755,3775,17,0.3309545687,101.5534761327,104.2239378201,5536,27680,0.2261047674,3.3081513081,2.0000040051,51.3408910332
1107,4,4.007,5,26210,500,755,3775,17,0.3309545687,102.2074234958,102.7635303356,5683,28415,0.2454814979,2.3648700982,2.000026779,61.0097116212
1107,4,4.007,5,26210,500,755,3775,17,0.3309545687,99.1315547369,104.2907717558,5713,28565,0.09394764,5.183869646,2.0003708604,63.1393710043
1107,4,4.008,5,26210,500,755,3775,2,0.1059997732,16.2513004237,85.1454738072,4236,21180,0.0620874174,9.0196738384,9.9994590862,6.6136866421
1107,4,4.008,5,26210,500,755,3775,2,0.1059997732,16.3293601058,84.174710961,5975,29875,0.1059997732,2.0699749313,2.0000077523,30.3012227907
1107,4,4.009,5,26210,500,755,3775,5,0.1364664607,41.8695313785,8.8729615174,1977,9885,0.0396982133,9.7462373108,5.0935604479,0.0426571496
1107,4,4.009,5,26210,500,755,3775,5,0.1364664607,39.2676592251,6.6062239066,2333,11665,0.1157789165,4.806689961,2.000000431,16.6730027874
1107,4,4.009,5,26210,500,755,3775,5,0.1364664607,40.2296230084,7.9869188739,2759,13795,0.0606965735,2.9591506469,9.9981746465,82.8708857191
1107,4,4.009,5,26210,500,755,3775,5,0.1364664607,39.1256811152,8.4469782253,4718,23590,0.107773588,2.0000005753,3.3804851765,30.9005867301
1107,4,4.009,5,26210,500,755,3775,5,0.1364664607,39.8400427289,6.6898105794,5246,26230,0.1364664607,2.3714071887,3.1470067942,18.0196621422
1107,4,4.01,5,26210,500,755,3775,5,0.1707215912,39.5326651153,10.9738618972,430,2150,0.044395107,8.6107952273,2.0000390544,49.5892965503
1107,4,4.01,5,26210,500,755,3775,5,0.1707215912,39.3467538935,12.6184996023,2562,12810,0.0788560994,2.0246511962,3.6720256548,29.9120089402
1107,4,4.01,5,26210,500,755,3775,5,0.1707215912,39.4538232734,13.9662998381,2617,13085,0.0370821395,9.9999108646,4.7022724992,66.299670102
1107,4,4.01,5,26210,500,755,3775,5,0.1707215912,39.7628408573,12.9933542415,3023,15115,0.1707215912,2.0001341675,2.000094547,15.8583993668
1107,4,4.01,5,26210,500,755,3775,5,0.1707215912,40.6754567355,15.6076450294,5023,25115,0.10417989,8.0858483812,2.0000060386,87.9246845367
1107,4,4.011,5,26210,500,755,3775,21,0.2607786051,94.4885497006,121.962408942,267,1335,0.037545279,7.8280351294,9.9999757738,0.0053143607
1107,4,4.011,5,26210,500,755,3775,21,0.2607786051,95.0960316602,123.9687523824,268,1340,0.051124255,9.9941743398,9.9997401516,57.2789338707
1107,4,4.011,5,26210,500,755,3775,21,0.2607786051,97.8938574973,118.9245539789,497,2485,0.135569715,2.063011856,2.0001588836,65.0466889209
1107,4,4.011,5,26210,500,755,3775,21,0.2607786051,87.6420893341,122.5331207911,898,4490,0.1617787567,2.2597326976,3.2088959488,80.5683064529
1107,4,4.011,5,26210,500,755,3775,21,0.2607786051,98.1817243856,116.8720651353,1464,7320,0.2097587105,2.000000054,2.0000014405,57.7196317433
1107,4,4.011,5,26210,500,755,3775,21,0.2607786051,91.2161732284,118.378868778,1902,9510,0.1203493317,2.1134559061,5.1803457786,88.8053367476
1107,4,4.011,5,26210,500,755,3775,21,0.2607786051,92.860019325,120.5565959377,2048,10240,0.2607786051,2.0000100805,2.172321892,0.0279506071
1107,4,4.011,5,26210,500,755,3775,21,0.2607786051,93.9451408961,123.4872934165,2191,10955,0.1754792038,2.0138953516,3.0965981885,62.0964485116
1107,4,4.011,5,26210,500,755,3775,21,0.2607786051,84.4680346995,117.2959826703,2419,12095,0.055555968,9.9999999331,9.9999356883,0.4859472693
1107,4,4.011,5,26210,500,755,3775,21,0.2607786051,98.0894953844,118.7327436532,2585,12925,0.0709920078,9.999988136,5.3257069517,76.2104544171
1107,4,4.011,5,26210,500,755,3775,21,0.2607786051,97.039388226,118.8988329365,2879,14395,0.0984702758,2.6588480255,7.6584911459,89.900695633
1107,4,4.011,5,26210,500,755,3775,21,0.2607786051,97.6072475662,117.8444139902,3365,16825,0.1102370194,2.2916149835,4.2032803807,14.2405326905
1107,4,4.011,5,26210,500,755,3775,21,0.2607786051,98.7780561364,121.3360148441,3765,18825,0.0921367262,9.9966376868,3.548274885,67.1833587041
1107,4,4.011,5,26210,500,755,3775,21,0.2607786051,99.4837378604,119.8770781145,3792,18960,0.1809787765,2.0000000088,2.000000001,89.8732265996
1107,4,4.011,5,26210,500,755,3775,21,0.2607786051,98.9179529075,117.5697509952,3998,19990,0.0525110046,2.3076488474,9.5969453699,0.0333893255
1107,4,4.011,5,26210,500,755,3775,21,0.2607786051,97.2831932461,117.4057188714,4287,21435,0.1248842487,2.0001427824,3.720574497,0.0857696601
1107,4,4.011,5,26210,500,755,3775,21,0.2607786051,94.5608369019,122.2513644347,4464,22320,0.0994136348,9.5405139339,2.0011874144,38.8554364357
1107,4,4.011,5,26210,500,755,3775,21,0.2607786051,95.4605355172,117.8849361086,4737,23685,0.0548517921,7.4913346401,5.5990523114,0.0113696471
1107,4,4.011,5,26210,500,755,3775,21,0.2607786051,92.0041735296,120.8009881017,4876,24380,0.2039140611,3.3592116984,2.0262194209,36.6907613242
1107,4,4.011,5,26210,500,755,3775,21,0.2607786051,96.2105719875,122.4512447473,5094,25470,0.0584166397,9.5169612098,3.8714640545,0.0144199768
1107,4,4.011,5,26210,500,755,3775,21,0.2607786051,94.0289808981,122.9033318558,5588,27940,0.0999535413,7.3994409059,2.0007834062,50.6447945854
1107,4,4.012,5,26210,500,755,3775,19,0.3275178198,116.8058494177,112.5817075368,352,1760,0.2442405248,2.0000740667,2.2199152812,57.36170387
1107,4,4.012,5,26210,500,755,3775,19,0.3275178198,114.0963644752,112.9343334697,381,1905,0.0890888746,2.000000071,2.000000172,10.7881776485
1107,4,4.012,5,26210,500,755,3775,19,0.3275178198,114.8263138066,111.2060983611,451,2255,0.1272194344,2.2484956886,4.6442950644,89.9410025164
1107,4,4.012,5,26210,500,755,3775,19,0.3275178198,115.8114535409,112.0118283376,974,4870,0.2939313751,2.0000000977,2.0007014251,16.5394493355
1107,4,4.012,5,26210,500,755,3775,19,0.3275178198,117.3321130856,110.5474421168,1163,5815,0.0489621944,9.9999833232,5.6840151416,75.4424760261
1107,4,4.012,5,26210,500,755,3775,19,0.3275178198,117.5307973944,119.0288557291,1294,6470,0.2076290018,2.0000000036,3.6728153161,62.9804818958
1107,4,4.012,5,26210,500,755,3775,19,0.3275178198,114.7428294469,113.7584862637,1731,8655,0.1164204968,4.4648621926,2.0373602522,65.5893813681
1107,4,4.012,5,26210,500,755,3775,19,0.3275178198,114.7397482195,112.066430746,2263,11315,0.0433129198,9.9999962088,9.9999957822,88.9048825901
1107,4,4.012,5,26210,500,755,3775,19,0.3275178198,116.8691121811,113.9459493952,2312,11560,0.1604099664,2.0419458291,2.0281294065,10.8731833958
1107,4,4.012,5,26210,500,755,3775,19,0.3275178198,115.5781278357,110.827078888,2350,11750,0.0532790473,4.073636709,6.2531300058,71.6938323635
1107,4,4.012,5,26210,500,755,3775,19,0.3275178198,117.5830126284,116.6837155175,2614,13070,0.0508022277,9.896813162,9.993425833,40.1165363184
1107,4,4.012,5,26210,500,755,3775,19,0.3275178198,117.0663907983,110.5220573095,2836,14180,0.0876772774,5.0099729897,2.0002454015,0.0252850494
1107,4,4.012,5,26210,500,755,3775,19,0.3275178198,116.3237738465,113.1936545972,3543,17715,0.0948673049,9.9679569433,2.002852048,54.7452809485
1107,4,4.012,5,26210,500,755,3775,19,0.3275178198,116.7200511416,113.9765630376,3972,19860,0.0214658392,2.000006706,2.0000009551,2.5415076787
1107,4,4.012,5,26210,500,755,3775,19,0.3275178198,116.908283389,111.0377758906,4874,24370,0.0809226544,4.700691045,4.2903207476,0.0134795483
1107,4,4.012,5,26210,500,755,3775,19,0.3275178198,115.5282984221,111.7709453621,4875,24375,0.162392556,2.0144345752,2.0000440897,45.5555534099
1107,4,4.012,5,26210,500,755,3775,19,0.3275178198,116.9776725307,111.8187767674,5070,25350,0.0833570633,6.0565916953,2,4.14141221316555E-009
1107,4,4.012,5,26210,500,755,3775,19,0.3275178198,117.4670048386,111.5017518958,5304,26520,0.3275178198,2.0000001204,2.0000103295,71.2614958337
1107,4,4.012,5,26210,500,755,3775,19,0.3275178198,119.3052520108,112.7981559303,5835,29175,0.1297870939,4.7790637854,2.0063396841,58.8281842876
1107,4,4.013,5,26210,500,755,3775,6,0.1926417396,89.4355780636,117.595576842,1152,5760,0.1184143854,6.1448751549,2.0000322294,18.5904391364
1107,4,4.013,5,26210,500,755,3775,6,0.1926417396,87.7838618318,117.6183108104,3312,16560,0.1926417396,3.172532548,2.0004125023,8.4398584211
1107,4,4.013,5,26210,500,755,3775,6,0.1926417396,85.5135181824,117.0662943217,3720,18600,0.0651821709,9.856893685,3.3729983374,45.7278110478
1107,4,4.013,5,26210,500,755,3775,6,0.1926417396,88.6330998182,116.2643841522,4642,23210,0.0896174905,6.3302036636,2.0000135906,89.9820153814
1107,4,4.013,5,26210,500,755,3775,6,0.1926417396,87.6231283875,119.7201409317,5851,29255,0.0946829711,2.0097792309,3.7731870942,0.0161708003
1107,4,4.013,5,26210,500,755,3775,6,0.1926417396,89.860676471,117.2146314639,5989,29945,0.1371689593,3.5370227608,2.0000066881,15.134660148
1107,4,4.014,5,26210,500,755,3775,1,0.0605766358,85.8766866889,11.7758992259,949,4745,0.0605766358,2,6.0929839644,46.9932692644
1107,4,4.015,5,26210,500,755,3775,8,0.4201113816,16.3363633624,104.9092283371,1073,5365,0.3234384176,5.2661033831,3.9539960795,89.7814323068
1107,4,4.015,5,26210,500,755,3775,8,0.4201113816,15.8536659403,104.5272340942,2513,12565,0.2548934073,4.7703630021,5.963877321,22.6334004735
1107,4,4.015,5,26210,500,755,3775,8,0.4201113816,15.4742277204,106.1059098464,3034,15170,0.2930805092,4.1766949905,4.348966941,73.8775569359
1107,4,4.015,5,26210,500,755,3775,8,0.4201113816,16.9377323492,109.2421070085,3119,15595,0.4201113816,3.1979756972,3.3313050429,37.9598277227
1107,4,4.015,5,26210,500,755,3775,8,0.4201113816,16.5980068133,106.8701221384,4236,21180,0.2071745645,6.4246174904,5.2151032,48.4914179625
1107,4,4.015,5,26210,500,755,3775,8,0.4201113816,15.8810103234,108.6261338546,5199,25995,0.3686818219,3.3754902596,3.5859775543,64.9536211273
1107,4,4.015,5,26210,500,755,3775,8,0.4201113816,14.8068016301,106.1820976168,5219,26095,0.2949792132,3.6087054221,3.08643821,1.72095683903528E-005
1107,4,4.015,5,26210,500,755,3775,8,0.4201113816,15.3082002792,105.6003896584,5331,26655,0.1178938862,6.9793585697,9.1687716464,9.1722128803
1107,4,4.016,5,26210,500,755,3775,1,0.0627599328,127.0824098507,107.7612291447,4463,22315,0.0627599328,6.4003321694,9.9369141049,0.0037633038
1107,4,4.017,5,26210,500,755,3775,1,0.0918515643,87.3207201365,26.9858487912,1140,5700,0.0918515643,2.0020871241,7.7966559652,12.6563424246
1107,4,4.018,5,26210,500,755,3775,9,1.0270354551,72.3652270638,67.5696509068,1229,6145,1.0270354551,3.6996718643,3.8335033394,45.979924304
1107,4,4.018,5,26210,500,755,3775,9,1.0270354551,72.5314218206,67.6692407657,2023,10115,0.8647440275,3.763998099,4.1298553429,61.3309639853
1107,4,4.018,5,26210,500,755,3775,9,1.0270354551,72.4311467888,67.6129923938,2156,10780,0.9128815518,3.1789835245,3.6390006286,37.81183681
1107,4,4.018,5,26210,500,755,3775,9,1.0270354551,71.7569053068,67.3915794215,2613,13065,0.3087456607,3.9758098681,3.8956727104,44.6558504201
1107,4,4.018,5,26210,500,755,3775,9,1.0270354551,71.8211144866,67.573595416,2845,14225,0.9319498057,3.3423238928,3.6449338559,20.503472175
1107,4,4.018,5,26210,500,755,3775,9,1.0270354551,72.4441597448,67.6604614229,3104,15520,0.7472499322,3.7901227143,4.1038065335,36.8568477769
1107,4,4.018,5,26210,500,755,3775,9,1.0270354551,72.3621585874,67.610887179,3493,17465,0.5489994997,3.5507139931,3.4305681353,0.0001479209
1107,4,4.018,5,26210,500,755,3775,9,1.0270354551,72.1477090823,67.5687216955,5071,25355,0.9089292548,3.3472535945,3.6443372439,47.9669380286
1107,4,4.018,5,26210,500,755,3775,9,1.0270354551,72.1941435728,67.8246416042,5736,28680,0.7064834867,3.5118991744,3.8281116593,23.846346915
1107,4,4.019,5,26210,500,755,3775,9,1.4991993022,37.7505111274,115.4076337032,1327,6635,1.4991993022,4.2101991609,3.9921703416,3.2055313245
1107,4,4.019,5,26210,500,755,3775,9,1.4991993022,37.6845179299,115.4937695091,2270,11350,1.3590575299,4.3182117391,4.0708549384,50.4644656376
1107,4,4.019,5,26210,500,755,3775,9,1.4991993022,37.6563109418,115.4504847069,2412,12060,1.046986302,4.0165914751,4.1013173921,1.93668408809966E-006
1107,4,4.019,5,26210,500,755,3775,9,1.4991993022,37.6367016531,115.3603573614,3017,15085,1.1978470557,4.1887765806,4.0032660099,10.7345160323
1107,4,4.019,5,26210,500,755,3775,9,1.4991993022,37.8132435554,115.4988085562,3398,16990,0.9987908727,4.1979544259,3.9600028853,20.425001577
1107,4,4.019,5,26210,500,755,3775,9,1.4991993022,37.7551605645,115.5381247874,4124,20620,0.951485934,4.1061684926,3.9659330611,89.9999574262
1107,4,4.019,5,26210,500,755,3775,9,1.4991993022,37.6430468125,115.3202815272,4814,24070,1.044016352,4.1692831709,3.8725110721,26.4271486369
1107,4,4.019,5,26210,500,755,3775,9,1.4991993022,37.6420950958,115.445671058,5388,26940,0.860986462,4.348944464,3.9239323764,63.8172694454
1107,4,4.019,5,26210,500,755,3775,9,1.4991993022,37.5517936276,115.6351891522,5780,28900,0.5784483003,4.7820542827,4.3682457786,88.1131448852
1107,4,4.02,5,26210,500,755,3775,5,1.7442663143,4.1993603768,34.511774944,1383,6915,1.1957345501,4.8394318909,3.8016721031,46.2378003072
1107,4,4.02,5,26210,500,755,3775,5,1.7442663143,4.576533672,34.1298393757,3751,18755,1.7442663143,4.6163014021,3.8624402429,53.6468394459
1107,4,4.02,5,26210,500,755,3775,5,1.7442663143,5.3767868024,32.9778475038,4459,22295,1.2630987518,3.5904465141,3.9769887656,14.2415708015
1107,4,4.02,5,26210,500,755,3775,5,1.7442663143,5.42820087,32.9748773382,5131,25655,1.0714199759,3.4949253972,3.7294350254,9.7123113541
1107,4,4.02,5,26210,500,755,3775,5,1.7442663143,5.5085333056,33.0102605691,5850,29250,1.0123245033,3.4338706709,3.9371311812,22.7245920728
1107,4,4.021,5,26210,500,755,3775,1,0.0295528667,19.0066214794,20.76103107,1392,6960,0.0295528667,9.951359468,4.002709611,0.0883998206
1107,4,4.022,5,26210,500,755,3775,7,1.1071236381,90.9707736962,9.996091492,1534,7670,1.0596206796,4.3341831589,3.4606003723,56.5956501452
1107,4,4.022,5,26210,500,755,3775,7,1.1071236381,90.8909652761,9.9582570608,2603,13015,1.0755267761,4.4433200695,3.5477941234,56.147379216
1107,4,4.022,5,26210,500,755,3775,7,1.1071236381,90.2552071044,10.5326040954,2814,14070,0.218972624,4.9300497855,3.8009432932,72.9424302959
1107,4,4.022,5,26210,500,755,3775,7,1.1071236381,91.0285634709,9.8062717868,3357,16785,1.0669716981,4.4134689651,3.497453868,58.9831162435
1107,4,4.022,5,26210,500,755,3775,7,1.1071236381,90.9510628234,9.7486145024,4001,20005,1.1071236381,4.4629664944,3.5455417635,52.5583935984
1107,4,4.022,5,26210,500,755,3775,7,1.1071236381,90.9790287268,9.8803821417,4641,23205,1.0298941683,4.5511212077,3.4783736449,56.4347232518
1107,4,4.022,5,26210,500,755,3775,7,1.1071236381,90.8102048663,10.1405499247,4964,24820,0.7186325006,4.1294643923,3.5789795081,50.4279642228
1107,4,4.023,5,26210,500,755,3775,4,0.6668072006,96.5062588091,1.1676023871,1617,8085,0.6668072006,3.9653239054,4.0203038255,1.77155894953707E-007
